Gene,CYP4Z2P,TCN1,DHRS2,COL9A1,HEPHL1,MYOSLID,MYBPHL,EPGN,LINC00941,FAM83A-AS1,MUC4,KRT13,DMBT1,NCAN,TSPAN1,ZP2,FAM83A,MLC1,CCDC60,BMP1,KCNJ15,ADGRF4,CYP4Z1,PADI1,CLCA2,STON2,SYTL5,AC244153.1,CAPNS2,KRT6C,MUCL1,COL5A3,TFF1,AC008147.2,BPIFB1,AL358334.2,AC011294.1,ADRA1D,LIMA1,HTRA1,LINC01605,LINC02568,CFI,LRRC31,CADPS,PTHLH,GPR1,CERCAM,ANKS4B,MUC6,NRP1,ADGRL3,THY1,AC004870.2,ADAMTS14,COL5A1,COL4A6,LRRC17,BBOX1-AS1,CHL1,SMIM3,ADAMTS12,SPTSSB,CASC18,AC113346.1,SOX8,PLPPR3,GUCY1A2,COL1A1,AKAP1,PCDH7,PCDHB12,MAB21L3,C2CD4A,COL7A1,GALNT10,ITGA3,EPHA8,Z99289.1,AC021087.4,P4HA3,MAST4,PLXDC1,LINC01828,RASGRF2,AL356515.1,HTR7,ZNF385C,MMP2,CYP3A5,PHYHIP,SMIM31,IYD,HOXB-AS3,SLC5A5,AC009041.2,EXTL1,C1QTNF6,CREG2,PLAC9,PRSS3,COL1A2,AC009078.3,SEMA3F,CCDC190,AP000844.2,AGR2,CTSK,POU3F1,MSC,AL035665.1,LINC01116,AC110995.1,PCDHGC5,ARHGAP23,ECM1,SLC45A2,F3,LINC02532,AC005077.4,AKR1B10,SRPX,GTF2IP7,ANKRD36C,AP001528.2,HOXA-AS2,MEG3,FRMD7,DHRS9,LRP1,VCAN,SPAAR,RFX8,LINC01179,HOXD11
57af5c72-0d60-4a6b-b1b4-ec6dab90f80f,0.1112,0.6281,0.052,0.2271,0.2479,0.1846,0.0404,0.1832,0.0,0.0352,0.7746,0.3112,0.5935,0.0026,0.8176,0.0103,0.8076,0.0465,0.0104,18.8557,0.5483,0.0105,6.978,0.0,0.7464,0.9193,0.0295,0.5555,0.0531,3.487,0.2059,20.2873,0.0,0.0302,0.4127,0.0075,0.0,0.0888,10.5753,204.9444,0.4438,0.2388,0.2151,0.0057,0.103,1.1172,0.5583,30.9528,0.0041,0.0,10.8909,0.1029,40.3348,0.0,3.1523,130.204,0.1053,1.5595,0.1588,0.3132,10.6122,9.4,2.2595,0.0223,0.0619,2.3265,0.0327,0.5048,1854.0197,12.8364,1.6414,0.4955,0.0655,0.5315,2.476,7.4148,3.7196,0.0818,0.0825,0.0,5.6359,3.2828,4.0989,0.0129,1.0071,0.0428,0.1741,0.5438,102.3609,0.4382,0.4251,0.0056,0.0189,0.1022,0.0193,0.0,0.5714,9.2765,0.0529,1.835,0.0873,995.5353,0.1262,19.7583,0.0,0.0349,0.3087,35.2123,0.1499,5.317,0.0639,1.7894,0.2957,0.0884,3.9117,28.5431,0.0221,5.5498,0.0217,0.0865,0.0401,8.9822,0.0414,0.9226,0.3173,0.1833,0.8535,0.0107,0.2655,40.0453,38.7432,1.8254,0.5009,0.0,0.042
58090433-d8d1-4499-a235-810c3e9d5b74,0.0,0.0668,0.1376,0.0213,0.2244,0.0,0.019,0.0101,0.0,0.0264,0.2178,0.218,0.0,5.9977,3.1584,0.0,0.0212,0.5335,0.0,12.9895,0.0129,0.0,0.0,0.0068,0.0,0.7743,0.0,0.0268,0.0666,0.2407,0.5133,0.2857,0.2038,0.0142,0.0111,0.1985,0.0,0.0445,4.2796,10.2331,0.2196,0.0449,0.1165,0.0,0.0,0.3729,0.0,11.1795,0.0,0.0594,4.9363,0.0119,1.2205,0.0,5.5535,9.6658,0.324,0.1537,0.0,0.0,2.4834,1.4856,1.2849,0.0,0.0,2.4371,0.0,0.0164,4.9308,11.3017,0.0464,0.0086,0.0,0.0291,2.5506,2.2318,2.1887,0.0123,0.0,0.0,0.0838,0.4031,0.1119,0.0041,0.0848,0.0,0.0096,1.6844,2.0593,0.2485,1.1306,0.0,0.0064,0.1397,0.0,0.0,13.0961,1.2349,0.0284,0.4042,0.6801,1.5045,0.1064,8.4339,0.0,0.0,0.3264,1.2303,0.0225,0.0949,0.0,0.0,1.3374,0.0199,1.9231,3.5506,0.0104,2.4895,0.0623,0.1721,0.0188,10.528,0.0519,0.0429,0.072,0.0369,0.0029,0.0,0.0089,6.5732,0.6215,0.2533,0.0,0.0,0.0
5a17dcd9-5ced-4a69-8069-23c7fd0649d1,0.1399,246.7708,0.3509,0.0022,0.1973,0.0836,0.0079,0.4321,0.0,0.376,0.0545,0.048,0.0164,0.0141,149.2429,21.06,3.6463,0.0183,6.7216,8.8681,0.4216,4.1382,0.0559,1.6477,50.1362,1.7748,0.4987,0.2352,5.0672,4.0645,465.2754,9.0087,891.3206,0.0741,151.7446,0.0267,0.0,0.0651,19.5787,87.7668,1.0836,0.313,0.3297,13.1,0.0438,0.9605,0.3452,12.1612,4.4326,36.8463,16.5325,0.027,21.0277,0.0,2.2047,55.9302,0.2695,5.3296,0.6973,0.2104,9.4851,6.9265,8.998,0.0175,0.3409,0.0625,0.0103,2.4403,870.385,19.0883,1.4617,0.3174,1.189,3.1037,1.8028,18.9835,12.3568,0.0489,0.0556,0.0,2.2804,1.6743,3.268,0.0034,0.883,0.2694,0.0765,0.2581,97.7322,0.8557,0.1813,12.7936,0.576,0.453,0.0076,0.0,0.4647,5.9631,0.3841,0.8679,0.0392,525.9992,0.0992,19.2678,0.0648,0.0,117.0919,32.8658,0.0848,3.0427,0.1172,1.4792,0.8281,0.0723,2.9233,72.6242,0.0217,21.609,0.0541,9.7936,6.0542,5.2896,3.5132,0.8248,0.9292,0.296,4.9451,0.0126,1.4983,23.4505,37.6524,0.1734,0.3596,0.0129,0.0
5a57dc25-d252-4b22-b192-4de630d7002f,0.0206,12.6141,0.0786,0.1434,0.3506,0.031,0.056,0.0133,0.0,0.0043,0.0599,0.1579,0.0105,0.0301,2.6335,0.0032,0.052,0.0802,0.0,4.9783,0.0667,0.0323,0.0632,0.0045,0.2634,0.471,0.0727,0.0263,0.0763,0.6496,0.1875,0.6554,0.5341,0.0209,0.0508,0.0163,0.0588,0.0255,10.0102,25.491,0.1583,0.0147,0.3796,0.028,0.0112,2.5887,0.1005,2.9313,0.0101,0.0221,2.7084,0.0751,3.0707,0.0137,0.3305,4.6379,0.0625,0.4997,0.1386,0.0805,6.0002,0.6373,0.1579,0.0103,0.0763,0.0588,0.0322,0.1397,50.354,16.4246,1.2783,0.13,0.0034,0.054,0.271,2.7333,1.8901,0.0544,0.1379,0.0,0.4556,1.0797,0.5904,0.004,0.2819,0.0,0.1451,0.9269,15.9825,0.203,0.117,0.0034,0.0602,0.0114,0.0595,0.0,0.1061,0.8936,0.0388,0.7241,3.4885,35.9549,0.0456,5.2344,0.0025,0.0,7.3685,10.4559,0.1736,1.2022,0.0262,0.3605,0.2618,0.061,0.8646,2.7668,0.0204,1.1913,0.0998,0.1159,0.0494,3.1962,0.051,0.2056,0.0337,1.1593,0.124,0.0099,0.2424,3.8,2.5155,0.1887,0.057,0.0,0.0
5cbf0aea-ebb4-4005-bdd5-14ef2dc6826c,0.0,0.0102,0.0041,0.0196,0.0952,0.0822,0.0524,0.0047,0.0,0.0061,0.0175,0.0,0.0016,0.0355,0.3046,0.0,0.0559,0.8362,0.0,4.4235,0.4738,0.0,0.0,0.0031,0.0488,1.3568,0.0032,0.0739,0.0459,0.0105,0.0077,2.5184,0.0312,0.0424,0.0408,0.0,0.0,0.0153,9.4135,18.8232,0.3634,0.0,0.0914,0.0147,0.0262,0.1759,0.1084,7.5274,0.0,0.0164,5.557,0.0022,7.1332,0.0,0.9798,19.2269,0.0712,0.1032,0.0801,0.2706,3.1112,2.0951,0.0533,0.0337,0.3211,4.1995,6.2147,0.3354,268.9444,27.5877,0.2784,0.1269,0.0094,0.0178,0.6716,2.3871,5.5322,0.0424,0.0102,0.0,0.9433,0.6312,0.6009,0.0037,0.3634,0.037,0.0487,4.0458,49.3885,0.1627,0.1251,0.0,0.003,0.0241,0.1837,0.0,0.575,3.4491,0.1502,0.7185,2.6196,170.843,0.0226,8.5212,0.0,0.0,0.2168,12.5247,0.2124,2.7117,0.0368,0.9971,0.1757,0.0489,3.8195,10.4469,0.0095,2.1238,0.9267,0.5011,0.0606,6.2699,0.0716,0.5572,0.052,0.0339,0.1409,0.0046,0.041,13.3062,11.7196,1.9851,0.1788,0.0,0.0363
5ed024e8-d05e-4c65-9441-eda9930ccc82,0.3896,353.1657,0.0525,0.0019,0.0763,0.147,0.0613,0.0,0.0,0.1089,9.8256,0.0082,261.2623,0.0086,2.7782,0.0069,1.1409,0.0219,0.6382,6.7353,0.588,0.4236,0.8187,0.0317,1.8558,1.5937,0.2186,0.0671,0.4173,0.1601,0.5879,5.0618,0.0243,0.2616,29.5415,0.0229,0.03,0.0359,57.4808,258.562,0.936,0.2788,1.6232,0.0268,0.1314,0.9422,1.5249,18.7445,0.0,0.0582,15.1196,1.5171,25.8063,0.0075,1.6948,93.1381,0.2476,9.5196,0.3833,5.6018,11.38,15.7019,14.6982,0.045,0.0,0.1339,0.0396,2.3244,1328.2765,13.4107,4.7157,0.828,0.2721,0.8027,0.4844,8.6638,3.9095,0.0022,0.6188,0.0,4.5906,2.1022,2.7358,0.0058,3.3531,0.2596,0.5172,0.205,201.8229,0.2744,0.2497,0.045,0.0647,0.0939,2.4789,0.0,0.3295,7.018,0.0526,1.5061,0.0336,1052.2479,0.0381,13.3631,0.0028,0.0,9.9964,39.3993,0.1373,28.8607,0.0215,2.4382,1.1013,0.1096,2.4417,14.0201,0.0966,13.0831,0.0034,0.0582,0.0473,7.6817,0.0791,1.9757,0.7296,0.2447,0.934,0.0252,0.2458,40.5011,127.5834,0.132,0.3483,0.0,0.0057
5fd9552a-c742-4388-940d-295d1107ae00,0.0118,11.5349,0.0175,0.1982,0.5601,0.0296,0.0107,0.0057,0.0,0.0074,0.0036,0.0387,0.0181,0.0516,2.1902,0.0218,0.0179,5.4585,0.0,7.4062,0.3692,0.0,0.0835,0.0038,0.222,0.1517,0.0819,0.0452,0.0,3.1861,4.9444,3.6488,1.0321,0.02,0.4554,0.012,0.1078,0.0188,7.699,37.2209,0.1112,0.0421,0.1196,0.0181,0.1936,0.3977,0.2654,4.9508,0.0044,0.0134,5.2771,0.0672,6.1981,0.059,0.6994,33.7243,0.2472,0.326,0.028,1.6581,4.3312,3.3502,0.0653,0.0177,0.5242,1.2706,0.9753,2.7727,367.3362,17.5883,1.6352,0.2087,0.0,0.0218,3.812,3.5048,3.0066,0.0381,0.0374,0.0,1.6639,1.2431,0.9165,0.0046,0.5097,0.136,0.0921,0.2533,77.973,0.3353,0.0765,0.0,0.0127,0.0492,0.0562,0.0,0.6998,3.0564,0.1092,0.5763,1.4122,244.5327,0.0553,13.959,0.0131,0.0369,1.2928,13.6393,0.0761,2.1895,0.0901,0.5308,0.5669,0.0786,2.1903,7.9202,0.0058,2.9846,0.0634,0.0753,0.3076,26.0097,0.0219,0.3882,0.1563,0.1108,0.251,0.0565,0.0451,18.5824,33.9377,0.2463,0.4723,0.0174,0.0356
623befd6-0ca4-4a6c-9cf5-d9385c3b718f,5.4938,1.611,0.2195,0.0073,0.445,0.2551,0.0087,1.3027,0.0,0.1815,0.099,0.1103,0.0963,0.0066,4.6206,0.0354,3.1911,0.1641,0.0,9.5507,0.6359,1.2403,44.9054,0.025,55.4815,1.717,1.3422,0.3309,0.1219,1.5945,397.8486,13.928,8.8285,0.0746,0.487,0.0097,0.0219,0.0916,20.2288,207.5832,1.5274,0.9247,1.2612,0.1224,0.0563,3.8629,0.8797,24.2859,0.0212,0.8302,15.8254,0.1913,25.278,0.0096,2.5555,81.5979,1.0496,4.3714,0.9566,1.2608,13.321,4.2324,36.4739,0.0144,0.2132,0.6912,0.1631,0.7804,1896.4436,13.7851,2.4386,0.4184,0.202,5.7759,1.3166,10.598,14.9605,0.0084,0.0507,0.0,4.1399,2.3731,2.6722,0.0019,1.098,1.2899,0.5859,0.3089,188.792,0.3817,0.3385,0.0671,0.3055,0.032,0.0831,0.0,0.2963,9.619,0.3033,7.1045,0.2254,1096.8392,0.0674,9.6787,0.0071,0.0901,70.5017,223.4708,0.196,9.7644,3.4639,2.4675,2.3053,0.0974,6.3695,24.7306,0.0332,7.7691,0.0011,1.1378,3.6144,25.147,0.4456,0.1819,0.7202,0.383,0.8568,0.0873,7.0028,36.4159,29.4896,0.3847,0.6745,0.0,0.0072
6412854a-f874-469e-9d1f-8bd3ae5bd41d,0.0095,0.0508,0.0689,0.0974,0.0315,0.0528,0.0,0.0601,0.0,0.0,0.0428,0.0419,0.0,0.1014,0.1094,0.0,0.0193,0.3312,0.0044,4.9194,0.4998,0.0,0.0813,0.0,0.0381,0.5934,0.0063,0.1955,0.0759,0.0157,8.033,4.2712,0.0,0.0162,0.0202,0.0065,0.0,0.0102,11.2725,64.5093,0.1803,0.0751,0.2502,0.0,0.0281,0.6269,0.1937,7.2755,0.0035,0.0687,7.2945,0.0262,12.1056,0.0,0.9506,31.8323,0.0296,0.302,0.159,0.1565,3.8976,4.907,0.1547,0.0095,0.0,26.1672,4.1555,0.1917,407.3271,40.5443,1.1042,0.1613,0.0,0.0664,2.6458,5.0265,2.0254,7.6296,0.0909,0.0,1.6891,0.8686,1.0989,0.0037,0.8417,0.0,0.1186,1.5811,68.898,0.4551,0.1435,0.0,0.0044,0.0956,0.0207,0.0,20.4918,4.9902,0.0648,0.91,0.4708,287.4372,0.0672,5.782,0.0,0.0,0.1379,37.6534,0.0771,3.9545,0.0365,0.9754,0.6578,0.0546,2.6363,7.211,0.0189,1.9443,0.0798,0.1222,0.0258,4.7885,0.0296,0.9852,0.1549,0.1207,0.3631,0.0092,0.3782,20.9023,24.236,9.6312,0.3736,0.0,0.0072
6429c443-8ac3-407f-bb9c-66420b904bbf,0.0811,4.566,0.1751,0.1139,0.0818,0.0272,0.0368,0.0262,0.0,0.0,0.0699,0.0371,0.4494,0.0406,0.9937,0.0,0.1505,0.0735,0.0,7.7624,0.1797,0.0637,0.0959,0.0308,1.7702,0.2185,0.0359,0.1385,0.0215,2.571,9.8371,9.4029,0.6587,0.0046,0.0215,0.0275,0.0155,0.0216,5.4655,28.0298,0.4259,0.3096,0.226,0.0207,0.0295,0.533,0.3278,6.7466,0.0,0.0512,7.405,0.0463,15.1302,0.0,1.0791,23.0635,0.0279,0.5426,0.0483,0.1035,4.2347,1.8085,0.2423,0.0,0.3764,1.1745,0.0,0.3273,285.7576,11.1346,0.4833,0.145,0.0265,0.0314,1.893,2.7666,1.8471,0.0278,0.0,0.0,0.6119,0.6257,1.9166,0.0052,0.9185,0.2082,0.1182,0.3616,55.97,0.3147,0.1759,0.0135,0.0104,0.0,0.0763,0.0,0.1475,4.2915,0.0643,2.8227,0.561,159.4749,0.037,10.8789,0.0,0.0,1.7822,13.7814,0.1603,5.2455,0.0388,1.1992,0.438,0.0172,3.0376,8.3015,0.0335,8.2051,0.0604,0.136,0.0244,2.3704,0.0252,0.2092,0.1396,0.0835,0.1982,0.0,0.6799,8.4055,5.5685,1.3625,0.2118,0.01,0.0204
65cac997-4d39-4501-85ec-4fcb328a8eb5,0.0423,0.0676,0.3347,0.0081,0.0553,0.0426,0.0096,0.0615,0.0,0.0268,0.0684,0.0406,0.0036,0.0024,4.8018,0.0,1.1591,0.0221,0.0,3.034,0.0916,0.015,0.1427,0.0172,3.2161,0.3095,0.0035,0.1084,0.0505,0.6553,10.6159,2.3384,0.7218,0.0072,0.101,0.0108,0.0061,0.0056,7.1739,9.755,0.0778,0.0833,0.7319,0.0054,0.0173,0.3327,0.1253,4.4876,0.0,0.0361,3.1935,0.0145,3.8083,0.0106,0.4557,5.979,0.0383,0.1615,0.0126,0.1258,8.9071,0.4172,0.0542,0.0053,0.0,0.087,0.5784,0.0487,94.7121,19.5537,0.555,0.0262,0.0,0.1374,1.4617,2.6228,3.0776,0.0156,0.0112,0.0,0.2373,0.3641,0.402,0.0041,0.2069,0.0,0.0731,0.475,16.3706,0.4737,0.1893,0.0,0.0114,0.0619,0.0643,0.0,0.1042,2.322,0.0359,0.7091,0.4984,47.8305,0.029,7.3476,0.0078,0.0,0.8259,4.9746,0.0855,1.4005,0.1216,0.2466,0.3691,0.0101,1.105,6.0593,0.0052,5.1151,0.1662,0.0774,2.2413,1.685,0.0723,0.1854,0.0989,0.0218,0.083,0.061,0.2435,3.7509,1.7142,1.5266,0.1088,0.0,0.008
6644fd4e-d2fe-4785-a73c-0f36fcc740e2,0.0188,1.714,0.036,3.4334,0.1061,0.0237,0.0598,0.0,0.0,0.1487,0.01,0.0052,0.0032,18.3441,0.1776,0.0827,2.4087,0.0039,0.0044,1.9062,0.1047,0.0,0.0134,0.0,0.0375,0.2059,0.0499,0.0964,0.015,0.0464,0.0114,1.6137,0.2139,0.016,0.0499,0.0064,0.0108,0.005,5.0744,12.2552,0.0494,0.0337,0.0987,0.0529,0.0051,0.0927,0.0796,6.8513,0.0,0.0143,2.3031,0.0989,2.7281,0.0,0.1918,6.6162,0.0405,0.2127,0.0224,0.0566,3.3152,0.7232,13.5496,0.0,0.0,3.7806,0.0664,0.3402,92.6742,43.5397,0.1338,0.097,0.0,0.0306,0.1575,2.5354,1.5922,0.0028,0.0598,0.0,0.471,0.9405,0.5361,0.0,0.3775,0.0,0.026,1.5359,12.9137,0.3461,0.0191,0.0,0.0131,0.0079,0.0123,0.0,0.9467,0.8334,0.0618,0.3274,0.1477,57.1032,0.0,3.7728,0.0035,0.0,1.8767,3.5438,0.0304,0.7116,0.009,0.2263,0.2891,0.0179,0.828,1.9644,0.0,1.1201,0.0032,0.3915,0.0,2.5575,0.1636,0.5401,0.1296,0.7059,0.0421,0.0,0.0521,5.4038,17.7741,0.114,0.046,0.0,0.0
66fa504c-4ae4-49ac-9355-1e063776dc0d,3.8348,8.3375,0.3545,0.02,0.0359,0.4461,0.0,0.1264,0.0,0.0165,0.0198,0.0716,0.0222,0.012,38.9434,0.0,0.1122,0.2728,0.0121,5.2382,0.2217,0.0983,0.4258,0.0,0.1325,3.0417,5.8034,0.4342,0.0,0.0143,6.0993,6.1336,285.8806,0.0885,3.3184,0.0354,0.0,0.0833,33.8673,172.6229,0.7395,4.7979,0.6413,0.4669,0.0995,8.1783,0.3236,15.6388,0.0,0.1136,10.9121,0.14,17.8893,0.0,1.6777,52.9609,0.6467,10.6762,0.031,1.0623,16.4775,6.6014,8.4822,0.0,0.0,0.2145,2.5758,0.9485,785.7568,9.9378,2.5117,0.6778,0.0384,0.6534,1.8752,17.6862,8.8972,0.2225,0.0,0.0,2.7687,6.5024,3.4548,0.0101,1.6816,0.0,0.3962,0.1764,148.2002,0.2973,0.456,0.0,0.0,0.0218,0.102,0.0,0.4956,5.9753,0.0295,5.1101,0.0293,518.0884,0.0919,27.59,0.0,4.914,489.661,33.0953,0.478,4.1628,0.0,2.5687,0.3683,0.0746,6.3305,9.0199,0.0,11.7146,0.0359,1.9681,0.0,13.3433,0.5668,0.6321,0.9367,0.1689,0.6372,0.0752,0.5447,35.2381,52.2924,0.3304,0.332,0.0,0.0788
67c5f371-3fa9-47c5-8b15-c2dd9acc8519,0.0362,1.1555,0.4375,0.1476,0.1194,0.0727,0.0328,0.4378,0.0,0.0229,0.0165,0.0,0.037,0.0,0.3413,0.0,0.0183,0.0,0.0673,5.7638,1.2123,0.0,0.1283,0.0354,0.0262,0.7322,1.858,0.0463,0.1151,0.0,0.0,2.2061,0.0,1.9737,0.0,0.0,0.0,0.1346,16.3901,76.4454,0.1139,0.0,0.3081,0.0,11.0275,3.5464,0.1019,4.129,0.0134,0.1096,7.2309,7.6067,6.8244,0.0,1.2456,44.6478,0.0187,89.9457,0.5163,0.1927,3.2793,4.325,0.1543,0.0723,0.0,0.0388,0.8287,0.6378,206.8862,7.2816,10.9337,1.3419,0.0,0.0335,1.4038,6.7487,1.1199,0.1914,2.9099,0.0,1.6073,3.5355,1.9478,0.3503,1.1155,0.5569,1.1149,0.4335,49.3179,1.5655,0.0147,0.0,0.0112,2.235,0.0157,0.0,0.3053,4.2864,0.2292,1.1649,0.6487,86.2676,1.8674,5.2437,0.2276,0.0,0.1254,6.0876,0.1949,12.332,0.1039,1.4132,0.2703,0.3219,2.0737,2.4934,0.1076,1.7017,0.0,0.0165,0.0,10.7005,0.0224,8.3492,3.361,2.4362,157.1179,0.0174,0.077,51.9215,96.1284,0.1195,0.7255,0.0,1.256
6956473b-92e5-4069-a26b-b48e280e76f2,0.1619,1.2563,0.1276,5.0952,0.1654,0.1338,0.0105,0.0672,0.0,0.0146,0.0668,0.0317,0.069,29.4052,3.8977,0.0,0.2018,1.1991,0.0,6.635,0.0679,0.0163,0.0902,0.0113,1.2915,0.8301,0.3565,0.2221,0.0368,0.3992,21.3316,5.4774,26.9615,0.0196,2.304,0.0157,0.0,0.1661,12.0788,80.6578,0.2549,0.6371,0.2842,0.0946,0.0239,2.3928,0.176,9.2848,0.0,0.9086,11.3204,0.2628,19.2435,0.0,0.3518,22.0045,0.6369,2.601,0.0413,1.1106,3.4098,2.3197,2.7676,0.0231,0.2575,20.9135,0.2514,0.8078,238.1608,17.8177,1.5731,0.5006,0.0,0.1662,0.6825,6.9422,6.4423,0.0,0.0245,0.0,0.4769,1.4679,2.4054,0.0022,0.6531,0.0,0.1543,0.6007,78.4815,0.3952,0.3196,0.0,0.0036,1.5645,0.005,0.0,16.9985,2.2654,0.0393,8.8203,0.4927,190.6818,0.0452,23.7694,0.0043,0.0,11.4633,14.2144,0.1059,0.9618,0.0,1.5729,0.4033,0.0588,3.4664,3.871,0.0172,5.5246,0.0106,0.4335,0.3751,24.5931,0.0359,0.1724,0.4947,0.4184,0.148,0.0666,0.0788,14.2688,23.6621,2.2791,0.0736,0.0171,0.0175
6b923e30-2ddc-407f-91b1-c202f1373fbb,0.0,0.0105,0.0272,0.0151,0.1002,0.0297,0.0,0.0715,0.0,0.0,0.0112,0.0702,0.0084,0.0023,1.7123,0.0046,0.1046,0.2717,0.0,4.0131,0.33,0.0139,0.4051,0.0032,0.5462,0.449,0.0065,0.1638,0.1097,0.0216,0.0436,2.145,0.4796,0.0033,0.0104,0.0667,0.0,0.0628,6.855,41.1832,0.0827,0.0141,0.342,0.0,0.0032,0.7114,0.1721,4.6573,0.0073,0.0037,6.3753,0.036,9.5836,0.0,0.5624,13.8549,0.039,0.2559,0.0703,0.417,4.6887,1.2053,0.042,0.0049,0.0,5.5247,0.0231,0.0916,256.8896,27.9772,0.8398,0.0893,0.0048,0.1507,0.4518,4.0612,4.3376,0.0058,0.0104,0.0,1.0802,1.8307,0.6917,0.0038,0.7143,0.0,0.2084,0.4055,58.1516,0.4038,0.06,0.0,0.0076,0.0164,0.0812,0.0,0.0866,2.5475,0.0312,0.7104,1.1701,158.8637,0.0578,5.3127,0.0,0.0,2.6918,16.3607,0.2281,11.8362,0.4053,1.058,0.5559,0.0376,1.4776,6.4837,0.0049,5.0415,0.2719,0.0315,0.0355,7.6787,0.0122,0.255,0.0775,0.1825,0.0731,0.0047,0.4195,9.8544,9.6533,0.6884,0.0819,0.0,0.0149
6b960b58-28e1-41c6-bd6e-7e669c6aa4ef,0.1852,0.0,0.0056,0.0,0.097,0.0444,0.0,0.0854,0.0,0.039,0.0985,0.0435,0.012,0.0163,11.4703,0.0082,0.2164,0.1586,0.0,6.5827,0.0954,0.0083,0.2566,0.0057,0.0064,2.7114,0.0,0.0113,0.1123,0.0387,0.0177,4.4544,0.0286,0.0269,0.0093,0.0598,0.0505,0.0469,6.8422,17.2744,0.3056,0.0063,1.4107,0.009,0.0038,0.1862,0.1442,8.971,0.013,0.0217,18.0726,0.0494,6.9748,2.7655,0.4836,24.0155,0.0972,0.2542,0.0525,0.6074,3.4009,1.9925,0.2145,0.0265,0.0,0.1576,0.3887,0.2429,320.0711,10.4401,1.1298,0.3419,0.2727,0.7568,0.4939,3.1687,30.1448,0.013,0.3642,0.0,0.2649,1.9216,1.7892,0.0017,0.4152,0.0,0.3409,1.2092,14.4549,0.5182,0.0789,0.0,0.0,1.5691,0.2374,0.0,1.0115,3.3594,0.0379,1.3297,0.0396,131.0584,0.1518,4.3247,0.0131,0.0,18.661,3.0998,0.846,4.4085,0.0591,1.4981,0.5713,0.0505,2.4906,2.462,0.0,2.715,0.0162,0.3548,1.6135,1.6809,0.1095,0.5999,0.2386,1.6373,0.2919,0.0169,0.2292,13.5231,7.6339,0.2137,0.1424,0.0065,2.4109
6c0066e3-96df-4870-bcd3-98cda64082e9,0.1419,1.6761,0.1177,1.4315,0.0319,0.1038,0.0,0.0187,0.0,0.0,0.0225,0.2193,0.0813,14.2107,4.6519,0.0,0.1207,0.0431,0.0,14.7753,0.2491,0.079,3.8616,0.0042,1.9924,0.2717,0.171,0.4954,0.0821,0.3321,26.051,3.4573,2.4293,0.0219,0.5468,0.0175,0.0,0.1441,8.9939,56.0701,0.352,0.1753,0.4819,0.0,0.0155,0.1937,0.0509,20.995,0.0095,0.1172,4.7753,0.0633,19.2962,0.0,0.6442,23.0798,0.2331,0.2697,0.046,0.2802,7.0851,2.4501,0.1706,0.0129,0.7898,1.5997,0.1137,0.1251,388.6512,11.3379,0.5333,0.1861,0.0127,0.012,0.4281,3.0039,8.9581,0.0493,0.1912,0.0,1.4255,0.6165,1.5007,0.005,0.5305,0.0,0.0119,1.2845,48.8646,1.0601,0.2726,0.0,0.0,0.0754,1.7583,0.0,14.2963,3.6461,0.0292,16.2033,0.5785,158.0667,0.0706,18.0196,0.0048,0.081,5.0325,12.4712,0.9661,4.7593,0.0,2.462,2.1421,0.0246,5.1187,9.5861,0.0,3.406,0.0414,0.4186,0.0581,14.3535,0.04,0.0577,0.4313,0.1973,0.2112,0.0062,0.0604,9.336,8.0489,0.3338,0.2146,0.0286,0.0195
6e6b7742-a562-490b-bb72-04a5653852e4,1.9623,0.7317,20.026,0.01,0.2915,0.0197,0.1604,0.057,0.0,0.2977,0.2133,0.0969,0.7058,0.0091,50.8732,3.1058,1.7672,0.0246,0.0822,6.1632,0.1031,1.2021,0.1253,0.2302,3.9072,3.8374,0.6831,0.3518,0.0,0.3119,129.4336,5.714,3.9516,0.0,0.052,0.0732,0.0,0.0626,11.4718,49.6285,0.4327,0.969,0.4631,0.2107,0.0257,0.3684,0.0885,8.7257,0.399,1.9956,2.9311,0.0067,13.0611,0.0,1.1099,17.1005,0.1419,0.7654,0.0,0.2601,6.2485,1.3353,110.869,0.0196,0.1093,1.5784,0.0577,0.2596,254.4737,10.0238,2.0096,0.1457,0.183,18.4686,2.0138,5.4553,5.7904,0.075,0.3948,0.0,1.5482,1.0513,1.4637,0.0,0.4946,0.4534,0.0361,0.5912,29.6584,0.428,0.1516,2.4968,0.9714,0.3278,0.0256,0.0,0.1036,4.4991,0.2221,1.138,0.198,103.0881,0.192,7.2448,0.0,26.9835,23.8585,8.7832,0.0635,3.4133,0.2067,2.8762,0.2282,0.0749,1.9909,5.3196,0.1362,8.801,2.6722,2.6737,5.5181,3.9927,0.3777,0.384,0.3088,0.1097,0.4685,0.0094,0.2759,4.3671,4.3197,0.2053,0.2977,0.0,0.0593
