Gene,CYP4Z2P,TCN1,DHRS2,COL9A1,HEPHL1,MYOSLID,MYBPHL,EPGN,LINC00941,FAM83A-AS1,MUC4,KRT13,DMBT1,NCAN,TSPAN1,ZP2,FAM83A,MLC1,CCDC60,BMP1,KCNJ15,ADGRF4,CYP4Z1,PADI1,CLCA2,STON2,SYTL5,AC244153.1,CAPNS2,KRT6C,MUCL1,COL5A3,TFF1,AC008147.2,BPIFB1,AL358334.2,AC011294.1,ADRA1D,LIMA1,HTRA1,LINC01605,LINC02568,CFI,LRRC31,CADPS,PTHLH,GPR1,CERCAM,ANKS4B,MUC6,NRP1,ADGRL3,THY1,AC004870.2,ADAMTS14,COL5A1,COL4A6,LRRC17,BBOX1-AS1,CHL1,SMIM3,ADAMTS12,SPTSSB,CASC18,AC113346.1,SOX8,PLPPR3,GUCY1A2,COL1A1,AKAP1,PCDH7,PCDHB12,MAB21L3,C2CD4A,COL7A1,GALNT10,ITGA3,EPHA8,Z99289.1,AC021087.4,P4HA3,MAST4,PLXDC1,LINC01828,RASGRF2,AL356515.1,HTR7,ZNF385C,MMP2,CYP3A5,PHYHIP,SMIM31,IYD,HOXB-AS3,SLC5A5,AC009041.2,EXTL1,C1QTNF6,CREG2,PLAC9,PRSS3,COL1A2,AC009078.3,SEMA3F,CCDC190,AP000844.2,AGR2,CTSK,POU3F1,MSC,AL035665.1,LINC01116,AC110995.1,PCDHGC5,ARHGAP23,ECM1,SLC45A2,F3,LINC02532,AC005077.4,AKR1B10,SRPX,GTF2IP7,ANKRD36C,AP001528.2,HOXA-AS2,MEG3,FRMD7,DHRS9,LRP1,VCAN,SPAAR,RFX8,LINC01179,HOXD11
3af31fcf-ad0c-4fd9-a8e3-10f9176b5e9d,0.256,8.2882,1.0991,0.0,17.0275,2.5325,0.8786,2.4389,0.0,9.8627,0.0151,28.853,0.0412,0.0164,12.4669,0.0066,50.6697,0.1309,0.0,19.6053,8.7884,3.1636,0.5955,0.4682,180.9586,8.9115,0.4668,7.6489,2.1958,159.5569,0.6353,46.0527,4.2038,0.0482,0.1432,0.2362,0.0,0.0151,49.5939,97.2664,31.6133,0.1629,1.5059,0.0291,0.0697,60.1745,1.3072,37.8452,0.0,0.0,8.1724,0.1478,25.4753,0.0142,1.5762,77.6403,1.0039,0.5949,0.1692,0.1497,58.0779,3.4808,0.5462,0.064,4.9099,0.2746,0.0752,0.1617,534.4889,10.5894,1.605,1.0206,0.0489,0.3629,100.2268,9.1185,142.9657,0.0125,0.0151,0.0,2.757,2.1776,1.8246,0.0028,0.7066,0.3834,8.2612,0.0743,148.2111,0.6043,0.8557,0.0,0.0022,0.1188,0.0371,0.0,0.1651,10.6642,1.5616,1.6496,2.1691,247.4232,0.0278,22.3938,0.8478,2.4112,5.6163,17.6697,1.2035,7.239,0.0681,7.1413,23.4015,0.5381,11.0969,30.9806,0.0282,113.3651,0.0098,0.1561,6.7044,142.9117,0.0353,0.1166,0.1049,0.0837,0.2946,0.0068,3.3819,14.0614,11.5421,0.1723,0.543,0.8301,0.4404
3afa1e93-1df8-4e4c-aaa4-557463f4bb77,0.1635,0.3702,0.0499,0.0078,0.1293,0.2262,0.0557,0.1337,0.0,0.0065,0.0458,0.0112,0.0,0.1274,1.5297,0.0047,0.0388,1.0172,0.0,9.144,0.27,0.0482,0.1523,0.0067,0.0185,0.1881,0.0542,0.1701,0.1789,0.0168,0.4318,15.6037,0.0332,0.0554,0.0,0.0104,0.0,0.1033,13.0347,136.061,0.515,0.0073,0.7705,0.0,0.108,0.3837,0.7722,22.0772,0.0076,1.8522,15.4917,0.0362,20.778,0.0,2.4206,81.9833,0.0352,5.3955,0.1094,0.5041,10.0892,7.2498,0.484,0.0409,0.5121,49.3249,1.3033,0.4867,1115.4426,45.4571,1.8412,0.6659,0.015,0.1375,2.9753,6.3746,4.9432,1.6349,0.1732,0.0,3.9742,1.1985,3.2767,0.002,1.3293,0.2361,0.1035,2.394,99.4874,0.4408,0.2036,0.0,0.0047,0.1451,0.0089,0.0,16.2733,7.2373,0.0578,1.4224,7.9992,668.5242,0.1,15.0043,0.0151,0.0,0.0945,28.3058,0.1983,3.8644,0.0,2.0125,0.5178,0.0942,2.1869,20.4718,0.0203,12.1264,0.0527,0.3878,0.1566,7.5449,0.1269,0.44,0.2563,0.3849,1.1223,0.0098,0.0305,22.1698,32.7773,4.1024,0.7403,0.0,0.108
3b7b9c1e-a84c-47ed-983c-9e4b00cbf01a,318.4235,14.8805,0.0223,0.0045,35.3004,0.3791,5.1904,6.2735,0.0,24.5163,0.2971,0.1827,2.1479,0.004,10.2925,0.0162,34.5719,0.0586,0.4976,20.5121,3.2875,2.4199,454.6869,3.8442,78.2973,4.7896,3.7767,0.763,1.06,14.051,2.5248,13.7862,3.1877,3.8387,8.8988,0.7307,0.2509,0.1305,21.5465,101.8422,2.1161,0.0502,3.2114,0.2151,0.3457,1.3078,0.8301,13.0346,0.013,0.4514,28.6793,2.326,19.8274,1.194,11.2608,143.8619,0.7724,2.5658,2.7526,0.3736,6.7699,20.2384,1.7125,0.5785,1.4637,0.0689,0.0206,6.2449,1116.8068,11.8003,9.8338,2.5874,2.6492,20.2098,5.8486,13.8242,12.8001,0.0206,4.844,0.0,3.1024,14.67,7.7103,0.5094,6.8111,4.0491,0.7421,0.1616,147.7307,2.2794,0.1211,0.2458,0.9297,6.2512,0.2359,0.0,0.3823,9.091,0.242,4.8559,0.3734,658.634,2.5373,10.6894,0.013,9.6288,34.3084,32.5781,0.3117,2.5713,2.0807,4.3471,0.7715,1.8388,5.4937,10.0105,1.3295,64.2022,0.1507,0.617,23.0461,5.215,1.6647,21.225,3.1894,4.9401,7.8565,0.1347,3.4055,58.4099,93.478,0.3185,2.5132,1.3984,0.2647
3e9f93c0-aa79-4b4c-bd6c-b3325912362a,0.0,256.9869,0.3816,0.0031,0.0202,0.1045,0.3665,0.0237,0.0,0.0618,0.0344,0.0134,1.7006,0.0028,3.5696,0.0,0.399,0.0256,0.0057,16.0516,0.4062,0.1037,0.1388,0.1036,0.0355,0.1526,0.2027,0.2035,0.0389,0.0134,0.0049,21.0702,0.2383,0.029,830.4366,0.2155,0.056,0.1301,17.0325,157.5266,0.2439,0.1312,1.046,0.0438,0.1092,5.0724,0.4205,22.8494,0.0,0.0,11.2272,2.1226,45.9789,0.2205,2.6678,88.1809,0.061,2.6124,0.1309,1.5388,11.9748,7.6849,6.61,0.5748,2.723,0.8348,0.0431,1.3336,1261.2963,7.5883,2.6239,0.5647,0.18,0.9698,0.5877,3.399,2.0052,0.0,0.0,0.0,2.561,1.6229,3.7091,0.0047,1.1937,0.0,0.1519,0.312,98.3739,0.2687,0.2386,0.0,0.0547,0.0306,0.0265,0.0,0.1592,10.655,0.119,2.5525,0.0686,696.2815,0.0287,14.7323,0.0,0.0384,109.4229,37.8566,0.0725,3.1993,0.0351,2.5272,0.6194,0.0466,3.3345,16.5722,0.0849,9.8569,0.0098,0.1509,1.8623,15.6243,0.0911,0.5742,0.3007,0.6727,0.1741,0.0,0.8388,19.1931,38.3687,0.579,0.2154,0.0,0.0092
3f834fa7-6d7b-4b85-98c0-5c55d55b6c95,1.9563,0.323,180.9934,0.0075,0.1211,0.1427,0.0,0.0284,0.0,0.0185,0.0045,0.0268,0.0067,0.0113,46.7414,0.0,0.1707,0.0859,0.0,2.7405,0.0257,0.0369,0.0486,0.0,0.4399,1.1325,0.7945,0.2004,0.0,0.0,66.8934,2.0486,146.4296,0.0166,0.2748,0.0265,0.0056,0.0885,10.6698,116.5727,1.2119,14.091,0.3527,0.015,0.0149,1.3313,0.1158,19.9032,0.0036,0.1519,5.1918,0.0469,7.7815,0.0098,0.0927,18.1199,0.3941,7.6635,0.0,0.3556,6.957,2.0944,0.1544,0.0147,0.2179,0.2308,4.5531,0.2195,400.5755,17.3463,0.5296,0.363,0.0576,0.8802,0.9996,5.1349,4.6533,1.1707,0.0207,0.0,1.8765,2.2922,2.1804,0.0019,0.35,0.5273,0.054,0.83,56.6716,0.2866,0.5965,0.4557,0.1403,0.0245,0.0085,0.0,0.0516,7.0366,0.0089,5.0423,0.1097,190.9219,0.2029,13.0366,0.0,0.0614,98.9041,11.262,2.4883,2.2267,0.0187,6.2862,0.4062,0.0062,2.6077,3.8287,0.0339,6.2665,0.0695,3.891,0.2116,5.8135,0.2854,0.1477,0.5725,0.2159,0.5061,0.0329,0.075,10.9602,8.3863,0.3717,0.2729,0.0,0.0222
408cb583-6dc3-4698-8bd2-e284042bd5ef,0.6814,0.6392,0.1965,0.0052,0.0084,0.1995,0.0185,0.0049,0.0,0.0129,0.017,0.0,0.0312,0.0023,2.1736,0.0047,0.036,0.1063,0.0095,4.99,0.1257,0.0048,1.8401,0.0199,2.1577,1.7786,0.1483,0.3255,0.0647,0.0502,54.4121,5.599,0.9248,0.2034,0.1078,0.0689,0.0058,0.0325,44.927,188.4081,0.1495,0.1965,0.7834,0.0052,0.0066,0.315,1.1067,6.26,0.0075,0.5412,25.8656,0.5819,6.8206,0.0,0.0263,11.3071,0.6653,6.4325,0.0605,8.4144,45.5805,3.2299,0.5815,0.0356,0.0,0.1927,0.0538,1.2478,162.2445,20.1583,0.7111,0.9939,0.1098,0.0613,0.2349,6.6731,5.3235,0.0,0.56,0.0,0.3951,5.7562,2.8393,0.0039,8.311,0.0,0.0515,0.1344,185.6099,0.7863,2.6954,0.0,0.0094,0.3908,0.0088,0.0,0.068,0.9463,0.0092,20.0121,0.0228,246.0094,0.1234,6.8929,0.0113,0.0,7.8961,46.3533,0.0603,2.2919,0.0876,2.9735,2.517,0.0259,4.6158,24.0134,0.0,28.5881,0.0023,0.3208,0.22,80.3298,0.1515,0.2483,17.9514,0.5236,2.962,0.1758,0.8927,125.7354,9.8171,2.4751,0.5176,0.0,0.0077
495f9eda-b9be-4eef-bae1-766a4bfbd68e,0.0915,0.0867,0.082,0.2621,0.0475,0.1176,0.0092,0.0542,0.0,0.1992,0.0727,0.0,0.0087,1.8525,0.6375,0.0,0.8102,47.9677,0.0,7.4258,0.6582,0.0048,0.2886,0.0,0.1438,0.1893,0.1348,0.1953,0.0,0.0334,0.0,15.1933,0.3633,0.0207,0.2964,0.0172,0.0,0.1136,12.1629,58.4394,0.395,0.2328,0.5599,0.0052,0.0454,0.6155,0.1892,9.7687,0.0,0.0635,14.0813,0.0929,18.1215,0.0,1.5763,46.5942,0.1348,0.8793,0.242,0.9489,13.149,6.2959,1.3275,0.0305,0.0566,43.8056,0.9441,0.8878,511.5874,21.4743,0.9709,0.4612,0.0649,0.0283,0.8438,4.0835,4.6726,0.0179,0.2799,0.0,4.2145,1.7482,1.8134,0.0,1.349,0.0,0.0468,1.3784,72.4426,0.3194,0.3596,0.0357,0.0298,0.034,0.0177,0.0,4.3068,3.5205,0.1036,1.3365,0.057,332.2662,0.1233,8.2751,0.0038,0.0638,1.7987,8.3977,0.0493,3.6524,0.0681,1.2151,8.4107,0.0679,4.9747,7.9205,0.005,8.1349,0.0058,0.1302,0.0092,13.2709,0.0631,0.324,0.6551,0.1974,0.3064,0.0,0.0607,23.3532,46.2356,0.683,0.4031,0.0,0.0
49717f75-0f2d-4e1c-9a12-f1cd7877b80a,0.0721,0.0192,0.0325,0.0,0.0372,0.0317,0.0327,0.0393,0.0,0.0057,0.0144,0.0445,0.0031,0.025,0.2309,0.0083,0.0296,0.6255,0.0,6.8926,0.0515,0.0042,7.4869,0.0,0.915,0.0793,0.006,0.0692,0.086,0.2765,0.6599,1.8064,0.0293,0.0183,0.0143,0.0,0.0,0.0288,6.6943,17.7516,0.0946,1.1929,0.2333,0.0092,0.0079,0.055,0.0356,1.2737,0.0,0.2372,2.6492,0.0319,5.4171,0.0,0.4579,4.5956,0.0683,0.5246,0.0107,0.0517,5.2502,1.0613,3.5563,0.009,0.0,17.9287,1.1173,0.1042,68.3312,45.514,0.1258,0.2935,0.0044,0.0042,0.5176,2.1359,1.5629,0.0,0.0095,0.0,0.5702,0.3503,0.9132,0.0017,0.3028,0.0347,0.0,1.0221,16.6043,0.5119,0.0806,0.0,0.0,0.0,0.0078,0.0,0.5833,1.695,0.0224,0.7896,1.3843,35.3471,0.067,8.6343,0.0,0.0,0.1146,4.5443,0.0388,0.6882,0.0345,0.3657,0.247,0.1031,2.9118,2.4769,0.0134,2.3698,0.0021,0.103,0.0081,0.9855,0.0336,0.3812,0.1728,0.3473,0.0372,0.0,0.0154,4.5061,12.4394,0.1737,0.1058,0.0,0.0
4ac693e9-10f3-46b3-9d46-df3af7b0d259,0.1363,7.7897,0.0368,0.0032,0.1943,0.0997,0.1126,3.5359,0.0,0.0235,0.0104,0.1496,0.0042,0.0086,0.5264,0.1262,0.0345,0.0052,0.0058,10.8648,1.4592,1.0279,0.0791,0.1454,0.5169,0.4284,0.0,0.0635,0.2959,4.9918,0.1795,6.8321,0.0,0.0714,0.9656,0.2269,8.0679,0.0725,16.4059,89.9206,0.2342,0.1596,0.7272,0.0,0.0527,0.3315,0.2166,14.3622,0.0458,0.1174,16.9494,0.327,14.7241,0.0372,1.6865,31.9248,0.0427,2.3889,0.059,0.2083,3.2023,4.9176,0.6293,0.0,0.0,1.1431,0.0291,0.6522,419.6846,17.9574,2.1487,0.1993,0.0,0.4312,0.5939,6.136,8.9344,0.0401,0.105,0.0,1.8911,2.5034,2.8952,0.0096,0.8778,0.4772,0.2168,0.442,73.1785,0.1412,0.8766,0.0,0.0153,0.0104,0.1345,0.0,0.1613,6.7724,0.289,1.2617,0.0556,266.1936,0.1358,10.0745,0.0,0.0,1.7626,13.0779,0.1469,1.6215,0.2017,1.0433,0.2985,0.0512,2.9437,5.794,0.0369,3.9664,0.2046,0.187,1.2734,51.2502,0.0539,0.4042,0.1768,0.0948,0.3402,0.2917,0.0792,14.7495,20.081,0.2593,0.2669,0.0,0.0374
4bf50455-9ab7-4521-a791-089f66d3b877,0.1523,0.0927,0.0416,0.0028,0.1646,0.1094,0.0296,0.1054,0.0,0.0481,0.0256,0.7876,0.0037,0.005,2.5815,0.0,0.2119,3.448,0.0,3.8294,0.2773,0.0154,0.054,0.0,0.3353,1.5574,0.0433,0.2228,0.1731,0.0477,2.1754,1.6963,1.8017,0.0553,0.1614,0.0111,0.0,0.0463,13.7381,71.3321,0.2627,0.109,0.5847,0.0,0.0237,0.6942,0.2331,8.5801,0.004,0.0886,7.3148,0.0596,16.3534,0.0436,0.4559,20.334,0.1985,1.6723,0.0906,1.5042,5.912,2.1552,0.5337,0.0,0.0,3.5423,0.0639,0.2846,303.7478,19.7214,0.6414,0.2288,0.0107,0.0252,0.8713,5.7711,3.9135,0.3103,0.0691,0.0,1.3156,2.3238,2.7626,0.0,1.5629,0.0419,0.2353,0.6754,78.5142,0.5028,0.3891,0.0109,0.0067,0.0636,0.222,0.0,0.1225,4.9803,0.0098,2.453,0.061,178.0949,0.0894,8.1791,0.0121,0.0341,1.4463,25.5809,1.5652,8.1682,0.0833,1.3898,1.057,0.0277,4.0162,4.4177,0.0054,3.0655,0.1135,0.2636,0.0196,8.6862,0.0608,0.375,0.6099,0.4609,1.1466,0.0261,0.482,16.3062,18.9371,0.4492,0.2715,0.008,0.0
4d51159f-ab2f-40e3-a363-847c3654431e,67.2098,0.9164,3.7646,0.1039,0.117,0.1535,0.0252,0.1255,0.0,1.2103,0.0295,0.0457,0.0079,0.0085,11.1453,6.0315,14.1028,0.6692,2.1571,4.0012,0.1887,6.2203,2.3892,0.1417,190.5943,0.3671,1.4935,0.1421,0.0883,0.0355,2.7434,4.4717,11.4165,0.0439,0.0294,0.0784,0.0583,0.0836,8.852,34.6672,0.1165,1.8733,0.2668,5.1037,0.0252,0.2084,0.4173,6.1794,0.4069,0.2593,3.9,0.6899,11.3624,3.327,0.6214,15.0966,0.0605,1.3281,0.055,0.1176,2.6557,1.2773,9.6306,0.0694,0.0515,0.1918,0.2066,0.4088,247.049,9.7214,0.8363,0.0687,1.1622,43.9622,0.6462,4.1361,8.6438,0.0326,0.1273,0.0,0.6816,3.3743,2.121,0.0072,0.6632,0.0712,0.0553,0.4664,27.8289,1.5027,0.1993,0.0,1.2967,0.1545,0.1446,0.0,0.2408,2.8222,0.111,1.645,0.3112,119.273,0.1375,38.9626,0.0,0.0581,6.166,10.4031,0.0798,2.1336,0.124,0.6883,0.3073,0.0559,4.7326,4.3992,0.0046,2.8784,0.0668,1.4041,0.5086,4.3816,0.356,0.8327,0.3549,0.3865,0.3583,0.0178,2.3887,4.925,6.1339,0.2852,0.412,0.0,0.0279
4da999a0-ef41-4a0b-b1d1-446b39cc855a,0.0106,0.0113,0.151,2.4867,0.0701,0.0427,0.0193,0.072,0.0,0.0,0.0379,0.0932,0.0199,0.0245,0.2219,0.0,0.2363,0.9278,0.0,3.7996,0.1657,0.105,0.0075,0.0554,0.2079,0.7339,0.0809,0.5437,0.2027,0.1105,0.1281,3.6511,0.0,0.0108,0.0619,0.0144,0.0,0.0565,11.7182,42.0216,0.7244,0.0836,0.5498,0.0326,0.0289,0.3786,0.814,14.594,0.0118,0.0121,6.3377,0.2194,5.5361,0.0,0.6887,16.7223,0.1626,2.0881,0.0505,0.0638,5.3194,5.079,0.5526,0.0159,1.6549,1.184,0.5677,0.1592,203.1272,39.7505,0.3504,0.0963,0.0,0.1034,0.5684,3.4358,2.3241,0.206,0.0337,0.0,0.8587,0.5329,1.0465,0.0,0.4966,0.327,0.0244,1.4619,48.7751,0.3819,0.0561,0.0,0.0377,0.0177,0.0784,0.0,2.1959,2.8065,0.036,1.1354,0.1547,187.4788,0.0374,4.3091,0.0079,0.0,0.8285,9.1328,0.1144,0.9392,0.0203,2.2739,0.2028,0.0067,9.2538,5.5077,0.0158,3.0974,0.0231,0.0437,0.0765,7.2989,0.0329,0.1424,0.0626,0.0375,0.1001,0.0153,0.19,8.3125,8.9331,1.473,0.1714,0.0,0.1042
4f608829-ffc4-4527-886e-6bc764ab29f5,0.0,0.0695,0.0138,0.459,0.0333,0.0469,0.0085,0.0406,0.0,0.0118,0.0113,0.0562,0.0,0.0022,0.2953,0.0043,0.2546,0.0857,0.0,3.6393,0.1022,0.0659,0.0397,0.003,0.0169,0.1659,0.0062,0.1074,0.089,0.0153,0.0263,2.7268,0.1816,0.0316,0.0,0.0758,0.0,0.0397,6.5679,59.1121,0.137,0.0067,0.1375,0.0143,0.0183,0.4067,0.2627,6.7173,0.0,0.0071,5.899,0.0266,7.7483,0.0,0.4174,16.3961,0.1845,0.3846,0.0887,0.1923,3.0709,1.8869,0.0716,0.028,0.1038,8.1424,0.0274,0.1927,269.698,38.4464,0.5714,0.2344,0.0091,0.0476,0.6215,3.8763,6.6925,0.0027,0.0,0.0,1.3698,1.0229,1.3726,0.0,0.5967,0.0718,0.2059,1.2205,51.2018,0.5962,0.072,0.0,0.0,0.0,0.0324,0.0,11.0232,2.6703,0.0211,1.213,1.4108,168.9204,0.0255,3.7863,0.0,0.0,3.9871,16.6129,0.1909,2.7064,0.0089,1.6041,0.4644,0.0415,1.4505,6.307,0.0092,1.2952,0.0491,0.098,0.0,6.1008,0.0289,0.3873,0.3438,0.0466,0.0846,0.0045,0.1787,8.2861,10.6461,33.356,0.1232,0.0,0.0774
4fba3deb-db94-44b5-a0f2-a575d270779e,0.0,0.0,0.042,0.6779,0.0661,0.0213,0.0257,0.0068,0.0,0.0089,0.131,0.0233,0.0024,0.0098,0.362,0.0,0.0179,0.1891,0.0,3.4284,0.1332,0.0,0.6517,0.0046,0.0154,0.3786,0.0047,0.1809,0.09,0.0077,0.1365,1.9308,0.0918,0.0048,0.0,0.0,0.0081,0.0301,5.1008,16.7093,0.2077,0.0404,0.3242,0.0,0.02,0.4443,0.0478,4.8634,0.0157,0.0642,3.5099,0.0323,8.6557,0.0,0.4706,7.7513,0.0097,0.2875,0.1513,0.0174,5.2924,0.9168,0.4221,0.0,0.0,15.5232,0.4817,0.1357,113.9109,29.7009,0.2857,0.3962,0.0,0.0328,0.4283,1.4758,3.4946,0.7978,0.0,0.0,0.498,0.5031,0.7393,0.0,0.2845,0.0,0.065,2.1372,17.8107,0.3151,0.1149,0.0,0.0,0.0,0.1841,0.0,9.6048,2.8162,0.0576,1.1836,5.8154,63.0749,0.0387,9.3437,0.0052,0.0,0.0654,10.8797,0.0457,3.9219,0.0271,0.5842,0.3051,0.0225,3.2557,4.6706,0.021,1.5805,0.1684,0.1098,0.0127,1.1818,0.0877,0.5188,0.0695,0.0166,0.104,0.0068,0.2288,3.5441,5.1643,2.7,0.0761,0.0,0.0107
521e2140-ae5b-456f-8699-97398d009687,0.0223,1.6014,0.0686,0.0824,0.0827,0.14,0.0202,0.5879,0.0,1.098,0.0068,0.8429,29.3302,0.0283,7.1847,0.0,25.6373,0.0885,0.0,8.3337,0.5798,1.2698,0.0711,0.0617,1.7042,0.6081,0.0111,0.1996,0.0886,8.7256,0.0179,10.3326,6.5096,0.0189,6.1198,0.0755,0.0383,0.1658,21.3306,421.8173,0.304,0.0797,2.4454,0.0,0.0558,1.0347,5.4057,9.1827,0.0041,0.0084,4.3918,0.0916,9.7036,0.0223,1.2211,47.0315,0.0978,0.1699,0.106,4.7016,8.1227,3.4585,0.6889,0.0278,28.4562,0.0398,0.0196,0.1866,603.3018,12.465,0.6682,0.1286,0.0,0.1085,3.277,6.8791,15.1662,0.0262,0.059,0.0,1.4092,3.35,0.6825,0.0108,1.05,0.2572,0.1999,0.2293,88.1363,0.2537,0.2716,0.0,0.0,0.0372,0.0387,0.0,0.0353,4.8492,0.0832,0.617,0.025,354.5939,0.0392,8.5646,0.0,0.0,3.65,14.728,0.108,7.8481,0.2665,2.0421,0.148,0.0319,6.974,25.0265,0.0166,6.9236,0.0026,0.0764,0.0502,17.8914,0.0207,0.0809,0.1314,0.0754,0.131,0.0107,0.242,14.4474,14.9005,0.1288,0.0981,0.0082,0.2691
53886143-c1c6-40e9-88e6-e4e5e0271fc8,0.021,0.4368,0.0379,0.4856,0.0492,0.0423,0.0191,0.0204,0.0,0.0,0.0104,0.0173,0.0036,4.1178,0.716,0.0049,0.125,66.9952,0.0,6.5713,0.1657,0.0495,0.0075,0.0,0.0381,0.185,0.0209,0.1346,0.0335,0.0,1.0705,6.8143,0.5805,0.0107,2.3461,0.0178,0.006,0.0447,6.4977,53.9591,0.2208,0.0677,0.2137,0.0,0.0149,0.8783,0.1956,11.458,0.0039,0.1434,4.2915,0.0672,13.8065,0.0,1.4761,24.8004,0.0833,0.7905,0.0876,0.1566,8.8433,2.6851,0.0269,0.0158,0.0585,54.9114,0.3213,0.1927,397.8893,24.3465,0.8312,0.1127,0.0052,0.0829,1.331,2.0538,2.2729,0.3989,0.0779,0.0,1.3475,0.3515,1.8481,0.0,0.4219,0.0,0.0387,20.0209,37.434,0.2619,0.2778,0.0,0.013,0.079,0.0228,0.0,62.5046,3.7488,0.0357,2.5473,0.9904,202.4637,0.0535,8.2963,0.0,0.033,0.3708,10.6892,0.1303,1.972,0.0705,0.814,0.2794,0.0033,2.8217,9.1408,0.0052,6.2351,0.8051,0.1058,0.0758,8.5657,0.0392,0.2273,0.212,0.1392,0.4731,0.0101,0.2106,9.7995,8.8026,0.6311,0.211,0.0,0.0
546248b0-22a0-4b70-a437-76fb0a238a0d,0.0,27.4783,0.0247,0.0099,0.016,0.0877,0.1407,0.0,0.0,0.2081,0.0103,3.3037,0.0,0.0045,5.1834,0.009,0.1861,8.2928,0.0,9.1383,0.0778,0.0091,0.0,0.0,0.1756,0.3525,0.0385,0.124,0.2157,1.8252,0.0,11.0218,0.566,0.0788,0.0103,0.151,0.0,0.103,17.1106,39.0307,0.3863,0.0277,0.0444,0.0297,0.0211,0.6271,0.7971,6.3226,0.0,0.7408,6.9128,1.4066,16.4496,0.0,0.467,20.9537,0.0,0.9961,0.0691,0.0741,2.7419,3.2603,0.0578,0.0291,0.0,1.0453,0.0228,0.9508,313.243,26.2792,1.6724,0.1677,0.0,0.0359,2.1214,2.9806,0.8113,0.0285,0.0,0.0,0.8221,3.4181,1.8857,0.0075,0.4712,0.0,0.0624,1.4942,83.7316,0.5106,0.1889,0.0,0.0209,0.0162,0.042,0.0,0.0954,3.7077,0.0658,2.1212,0.2172,204.6646,0.0152,16.8057,0.0072,0.0,10.3557,9.5869,0.0417,1.6255,0.0,0.9897,0.1769,0.0554,1.7846,5.977,0.0384,3.163,0.3307,0.1505,0.0,2.8655,0.0721,0.4583,0.2952,0.5755,0.068,0.0186,0.0165,13.6184,46.8819,0.1706,0.3222,0.0,0.0
56033839-35d5-4d72-8b8c-400cb345263d,0.0461,0.3831,0.0039,67.4672,0.0457,0.0232,0.0335,0.1385,0.0,0.0175,0.0442,0.0202,0.0,1.3776,0.3482,0.0,0.119,1.1568,0.0,5.7003,0.1183,0.0304,0.3337,0.003,0.0602,0.9902,0.0336,0.0945,0.0147,0.0101,0.2115,2.6349,0.0599,0.0063,0.1075,0.0063,0.0,0.0638,3.1839,21.2306,0.0484,0.0066,0.2297,0.0472,0.0111,1.4972,0.0988,3.9882,0.0,0.0087,2.5921,0.1285,5.772,0.0,0.7042,8.3138,0.0302,0.4691,0.0329,0.0491,4.0852,1.2963,0.2125,0.0046,0.1027,22.8004,0.0271,0.1148,144.5941,49.1395,0.344,0.076,0.0,0.0984,0.5044,1.5287,0.7411,0.0,0.0781,0.0,0.4616,1.0653,1.0985,0.0071,0.3766,0.0355,0.0127,1.5505,18.7358,0.2927,0.045,0.0046,0.0014,0.0,0.016,0.0,0.4704,1.3695,0.0501,0.3921,4.4772,97.1691,0.0108,6.2253,0.0,0.0,0.9009,5.8679,0.0348,1.2552,0.0177,0.395,0.582,0.0557,1.054,3.973,0.0503,1.1692,0.056,0.0717,0.0249,5.3687,0.0229,0.5654,0.059,0.0271,0.0438,0.0177,0.0354,2.0146,3.9481,0.2386,0.1218,0.0,0.1044
5700c1b3-922a-4401-8ab8-89028908d696,14.8657,2.2197,0.1135,0.0092,0.2118,0.082,0.2222,2.0755,0.0,0.0115,0.0737,0.005,0.051,0.0209,15.0503,0.2348,0.3208,0.1023,0.7548,3.1546,0.2142,0.3501,94.667,0.0266,12.8301,3.2002,3.4599,0.1044,0.0288,0.2433,7.331,2.6805,6.9438,0.2396,0.2257,0.0123,0.0363,0.0482,40.447,53.5617,0.447,2.7098,0.2316,6.2815,0.0089,0.9651,0.1737,11.5279,0.0703,0.1012,5.0243,0.0517,10.3955,0.0,0.8245,16.6073,2.8681,1.3007,0.0539,0.952,5.2313,2.7882,2.1337,0.0634,0.0,0.1101,0.0426,0.5362,240.3437,28.6432,0.5484,0.6575,0.0534,1.1724,1.301,8.9414,3.9092,0.1252,0.0288,0.0,0.751,3.9211,1.8519,0.0,0.6797,0.0698,0.1709,1.2421,57.0002,0.3215,0.2246,0.0,0.0279,10.4958,0.0983,0.0,0.1211,3.078,0.0984,1.4359,0.0813,161.3587,0.0709,27.0625,0.0,8.0202,11.4908,18.6577,0.4248,2.4252,0.1561,0.9873,0.4891,0.0461,2.39,8.522,0.3818,2.3374,0.0519,3.8852,0.2041,3.5626,1.5522,0.9067,0.2807,0.0533,0.3054,0.335,0.5636,11.3982,13.1615,0.1846,0.2128,0.0268,0.0205
