Gene,CYP4Z2P,TCN1,DHRS2,COL9A1,HEPHL1,MYOSLID,MYBPHL,EPGN,LINC00941,FAM83A-AS1,MUC4,KRT13,C8orf46,DMBT1,NCAN,TSPAN1,ZP2,FAM83A,MLC1,CCDC60,BMP1,KCNJ15,ADGRF4,CYP4Z1,PADI1,CLCA2,STON2,SYTL5,AC244153.1,CAPNS2,KRT6C,MUCL1,COL5A3,TFF1,AC008147.2,BPIFB1,AL358334.2,AC011294.1,ADRA1D,LIMA1,HTRA1,LINC01605,FAM212A,LINC02568,CFI,LRRC31,CADPS,PTHLH,C9orf84,GPR1,CERCAM,ANKS4B,AL590644.1,MUC6,NRP1,ADGRL3,THY1,AC004870.2,ADAMTS14,COL5A1,COL4A6,LRRC17,BBOX1-AS1,CHL1,SMIM3,ADAMTS12,SPTSSB,CASC18,AC113346.1,SOX8,PLPPR3,GUCY1A2,COL1A1,AKAP1,PCDH7,PCDHB12,MAB21L3,C2CD4A,COL7A1,GALNT10,FAM198A,ITGA3,EPHA8,Z99289.1,AC021087.4,P4HA3,MAST4,PLXDC1,LINC01828,RASGRF2,AL356515.1,HTR7,ZNF385C,MMP2,CYP3A5,PHYHIP,SMIM31,IYD,HOXB-AS3,SLC5A5,AC009041.2,EXTL1,C1QTNF6,CREG2,PLAC9,PRSS3,FAM19A3,COL1A2,AC009078.3,SEMA3F,CCDC190,AP000844.2,AGR2,CTSK,POU3F1,MSC,AL035665.1,LINC01116,AC110995.1,PCDHGC5,ARHGAP23,ECM1,SLC45A2,F3,LINC02532,AC005077.4,AKR1B10,SRPX,GTF2IP7,ANKRD36C,AP001528.2,HOXA-AS2,MEG3,FRMD7,DHRS9,LRP1,VCAN,SPAAR,RFX8,LINC01179,HOXD11,M
e0b1bcd2-1139-44b9-98b3-67bcf92bcc39,0.0571,0.2433,0.4565,28.8031,0.2827,0.3542,0.2075,0.083,0.0,0.0481,0.1273,0.2401,,0.0097,13.9704,10.4705,0.0,0.2696,0.8436,0.0,10.3879,0.4352,0.0448,0.054,0.0,0.1035,6.4737,0.1767,10.3562,0.5452,1.1367,11.0431,4.8868,21.3245,0.0387,0.5648,0.0258,0.0109,0.0405,22.9535,102.1929,1.019,,0.4494,2.0523,0.0973,0.0207,1.8666,,0.2575,10.6053,0.0,,0.4253,9.0345,0.0196,39.6703,0.0,1.2075,14.8892,0.4489,1.4737,0.1132,0.8582,10.6791,1.7984,2.1032,0.0095,0.0,121.5265,0.123,0.3842,186.9335,71.909,2.7657,0.2433,0.0,0.0177,4.7905,12.2239,,17.5632,0.0839,0.0,0.0,0.8765,5.6531,5.3198,0.0037,2.1722,0.1466,0.254,23.4134,76.7372,1.5829,0.6808,0.0,0.0147,0.0795,0.3305,0.0,23.4607,5.47,0.0517,8.1177,1.067,,110.1324,0.3276,13.3275,0.0141,0.0,11.5635,34.3743,1.9385,21.4299,0.0,3.0611,5.1053,0.0363,11.8669,8.1819,0.0566,8.5141,0.12,0.4699,0.0858,17.4168,0.0945,0.493,0.9454,0.7615,1.0541,0.0183,1.0948,11.6443,15.4083,5.5016,0.9221,0.0,0.0,
e3935ce4-64d3-4a66-ba11-d308b844b410,0.2999,8.6251,11.1803,0.1817,1.3714,0.5844,0.2724,4.9566,0.0,5.1651,16.2214,843.3813,,0.1342,0.0866,45.7942,0.0,93.5851,0.4232,29.8697,25.0621,8.0503,2.4729,0.4787,6.438,86.2285,56.9905,2.2741,55.4809,77.4954,796.667,0.0,9.3955,0.0,0.305,0.9337,9.0086,0.2146,5.9218,34.5611,128.125,2.0857,,0.1878,6.7944,0.1342,0.0858,16.5705,,1.9655,34.8168,0.0277,,0.0284,15.9072,1.5968,54.5317,0.0,4.8855,144.288,2.2134,5.657,17.126,1.3522,19.3948,5.338,0.8797,0.1125,3.1305,0.5494,0.0441,0.944,2019.2468,26.4038,7.3593,0.6956,0.5887,2.1211,49.5737,11.4246,,42.2855,0.4629,0.3572,0.0,7.8211,4.9958,3.0741,0.0654,2.1012,0.0,1.6216,2.4083,263.8444,1.5375,0.7618,0.0939,0.0116,0.6262,6.0873,0.0,0.0791,17.263,2.1298,38.4496,0.3783,,772.4235,0.44,104.6263,0.1388,0.706,6.6311,28.2428,9.5551,159.3363,0.1077,50.7401,2.3348,0.0715,55.0557,39.9844,0.4832,16.3542,0.0258,0.5827,697.9803,35.2988,0.0698,0.1607,1.9173,2.0182,2.8628,0.162,0.7986,53.4872,19.9097,0.2683,0.477,0.0554,8.2655,
e783e518-c1e5-4eac-8eaf-e2d65ccd9692,0.2123,15.4465,0.1352,0.0542,0.1502,0.2746,0.0827,0.0147,0.0,0.0959,0.1983,0.0,,0.1396,0.021,4.0496,0.0,0.775,0.4186,0.0,20.1859,1.4623,0.0715,0.7318,0.0198,1.2432,1.9049,0.0905,0.8545,0.0,0.4156,1.9653,23.225,0.4926,0.0823,0.4823,0.0206,0.0868,0.4357,24.4702,227.3244,1.2421,,0.3039,2.1875,0.0155,0.2942,0.9823,,1.1118,50.7603,0.0,,0.0402,18.2539,0.2806,81.3071,0.0912,5.4342,149.743,1.3108,5.864,0.4692,14.0144,38.1207,6.3385,1.5273,0.1214,0.6756,0.8784,0.1783,2.2087,2760.8237,17.8912,1.3613,0.7005,0.0149,0.394,6.2085,11.2406,,11.5024,0.0178,0.1285,0.0,15.2463,5.9125,6.1278,0.0118,2.8648,0.0,0.5445,0.5968,452.1852,0.5925,1.418,0.0304,0.0187,0.1774,0.1054,0.0,0.3415,17.5597,0.0549,10.4763,0.3402,,1184.052,0.1068,20.5701,0.0225,0.0,4.9981,53.1778,0.1471,10.4607,0.1452,2.4168,2.4186,0.0868,9.7005,26.8185,0.0602,36.2619,0.0174,0.527,0.1914,29.0785,0.0753,0.4297,0.9697,0.7051,5.2012,0.0146,7.2127,80.1853,71.546,0.8519,1.3658,0.0,0.0,
e8ea576b-eb16-44f7-b241-daefc1375388,0.0304,45.9196,0.4643,0.0155,0.4847,0.8403,0.0,0.3973,0.0,0.5184,0.0346,0.6832,,0.0259,0.0281,14.9104,0.0,11.2573,0.5844,0.0,41.995,2.0229,4.824,0.0216,0.0693,9.9263,2.5041,0.141,0.4667,3.6744,13.084,0.4645,57.021,0.0,0.0206,0.4991,0.0927,1.4957,0.097,28.393,308.1371,1.8179,,0.3043,7.667,0.0,0.2648,14.1845,,2.7919,77.1173,0.0,,0.0173,24.4895,0.0173,60.078,2.2521,6.2006,201.5488,1.3806,2.4039,9.5058,2.2207,28.0462,13.0638,3.5385,0.1975,5.074,0.1303,0.0893,0.3602,3044.501,28.9427,3.9153,0.4009,0.1193,0.8172,24.0315,9.5269,,18.209,0.0536,0.0965,0.0,6.095,2.3452,5.3707,0.0177,2.794,0.3509,0.1258,0.691,610.4115,0.5192,0.9879,0.0,0.0,0.3045,0.3825,0.0,1.2611,23.6521,0.0825,3.1708,0.6131,,1684.7346,0.1426,65.4687,0.0112,0.0,10.9234,97.9896,0.8186,21.4103,0.3781,3.5161,1.4381,0.1449,9.6241,65.9057,0.0904,19.0228,0.0696,0.4722,0.438,37.8164,0.0,0.5718,0.1345,2.4221,1.4777,0.9192,3.7927,39.7514,41.1099,1.9737,1.8435,0.0673,0.3441,
e9f4f373-37a5-48ad-a1a0-b0d47820111a,0.2515,3.9119,0.3844,0.0578,0.6504,0.1139,0.0228,0.3533,0.0,0.2226,0.174,0.0828,,0.0343,0.0116,5.0365,0.0116,4.4345,0.1157,0.0117,12.8642,0.5052,1.3986,1.3563,0.0,7.2701,0.2469,0.0083,0.1932,4.1231,0.5513,6.9734,7.1636,0.0,0.0256,0.08,0.0512,0.0576,0.0535,17.9035,57.6065,0.0792,,0.018,1.5087,0.0386,0.0301,1.1803,,0.8651,50.2664,0.0372,,0.0476,29.3389,0.0,13.2629,0.0252,1.2564,23.2752,0.3291,1.2369,0.0299,0.0653,8.4681,2.021,0.4507,0.0377,1.4004,0.8901,11.4851,0.2046,454.327,62.6943,1.401,0.3319,0.0864,0.4667,1.3069,18.2764,,28.2384,0.0814,0.0266,0.0,1.2188,3.826,1.3505,0.0,0.8853,0.2905,0.1273,3.4948,49.0383,0.61,0.0511,0.0,0.031,0.3151,0.0546,0.0,0.0619,4.8269,0.1082,1.4261,3.4691,,260.3748,0.0295,10.768,0.0093,0.0,5.6127,19.1794,0.1355,1.7689,0.0482,9.7168,1.0653,0.2399,10.3511,22.344,0.1496,49.3957,0.3517,0.2185,0.34,8.0502,0.1093,0.7125,0.2227,0.074,0.0779,0.1933,0.418,19.7128,7.916,35.7034,0.2339,0.0,0.1709,
ea645243-df49-4466-a255-9f3d4321e357,0.0,0.0429,0.111,165.0126,0.1439,0.2833,0.1827,0.1559,0.0,0.0509,0.8441,0.8607,,0.0343,71.1447,1.8988,0.0,0.1119,0.8749,0.0562,30.3203,0.976,0.0,0.0571,0.0393,0.1313,3.4399,0.2401,0.8242,0.4482,0.0661,1.1656,43.3329,0.5227,0.2183,0.1279,0.0682,0.0,0.5778,46.2446,702.8304,2.3654,,0.0288,2.5584,0.0617,0.5436,2.53,,4.6277,45.2322,0.0,,0.0457,32.1666,0.1654,102.9082,0.0403,13.352,242.5623,0.5472,52.4405,0.5744,1.5393,49.1942,20.662,6.3173,0.0805,0.0,123.0111,0.0473,2.7086,3541.8414,354.5498,8.2873,6.2712,0.1185,0.112,15.6264,32.7751,,16.6263,0.0592,0.8947,0.0,14.6945,6.4529,24.6387,0.0,7.4417,0.3098,0.7777,8.3731,572.4627,0.8382,1.3083,0.1814,0.0434,0.4369,0.1223,0.0,126.7652,34.682,0.3461,14.6723,1.2632,,2167.0043,0.3778,22.2599,0.0,0.1263,0.3256,157.011,0.412,14.8171,0.3082,6.2595,1.9714,0.7163,18.2204,32.5843,0.1596,57.5166,0.0277,0.1288,0.0363,35.9136,0.05,1.5596,2.8098,1.1482,4.2658,0.1159,2.1087,99.2667,98.8373,74.2353,3.0914,0.0,0.0,
eb2dbb4f-66b6-4525-8323-431970f7a64e,0.0,0.373,0.2124,0.0,0.2339,0.3019,0.1818,0.0485,0.0,0.0632,0.0456,0.0,,0.0085,0.0115,3.2375,0.0,0.0253,2.9284,0.0233,25.4468,2.0634,0.5421,0.0,0.0326,0.3628,0.6753,0.0166,0.3843,0.0,2.5765,12.8815,24.0378,0.1625,0.1526,0.0265,0.5765,0.0859,0.1596,30.9479,214.5914,1.6804,,0.0,1.0001,0.0512,0.0818,2.2299,,3.4125,32.2393,0.0,,0.0947,32.4225,0.0971,46.797,0.0,4.3653,137.8287,0.0431,3.3079,0.8332,2.4127,13.5766,7.8636,1.7714,0.025,0.0,8.7972,0.0588,0.9607,2314.3994,59.4203,3.0015,1.1344,0.0491,0.0232,2.0431,12.694,,7.6892,0.0588,0.3708,0.0,8.2129,4.0684,5.4665,0.0097,3.6804,0.1926,0.7597,2.2757,274.2369,1.0096,0.4473,0.0,0.0154,0.2089,0.1955,0.0,1.0558,18.6724,0.1359,3.7385,0.6731,,1439.2815,0.3327,17.1411,0.0,0.0,0.8386,67.2844,0.9435,18.0428,0.1437,2.9324,1.6201,0.1272,7.6562,41.176,0.0,4.9573,3.136,0.0,0.0,21.9222,0.0311,2.6381,0.7872,0.3385,1.7689,0.1441,1.9395,47.0495,71.981,2.4237,0.8813,0.0,0.0378,
ebc460c2-df88-4dc0-a2c0-aca8072b75ad,0.0302,127.0207,35.273,0.4542,0.1909,0.0759,0.3289,0.2046,0.0,1.3731,0.1307,1.3406,,3.2398,0.4877,3.4379,0.014,17.6146,0.0252,0.0562,15.9772,2.4474,0.2701,0.107,0.0197,0.0219,5.1223,0.5301,0.3477,0.3842,1.4219,0.3764,6.0131,0.196,0.0307,0.0,0.4909,0.5355,0.1926,11.2114,89.2659,0.2534,,0.6261,0.356,0.1234,0.0263,0.7363,,0.3572,50.3756,0.1227,,0.0229,34.5789,11.1164,16.1543,1.1788,3.8198,33.1993,6.7055,2.8821,21.5748,0.4082,11.2605,12.5234,6.0634,0.3622,0.168,0.6579,0.2837,0.5706,531.5127,57.998,1.5586,2.4137,0.2369,0.6857,0.4311,4.7081,,4.4611,0.1153,0.0958,0.0,1.305,3.8208,1.7711,0.0058,1.1537,0.1162,0.1944,1.1594,66.2419,0.7661,0.2208,0.0,0.6235,0.0756,0.4454,0.0,0.1486,7.3761,0.0683,8.437,6.8003,,506.1854,0.0826,33.6061,0.0,0.0,7.6573,13.5097,0.6179,19.0746,0.0289,0.7937,7.8682,0.048,3.4547,9.3266,1.0172,6.2812,0.2663,0.3173,0.4623,14.1213,0.0375,0.8041,0.4303,1.9796,0.384,0.0145,0.2828,16.1652,28.4479,0.2658,0.1624,0.0,0.0,
eda6d2d5-4199-4f76-a45b-1d0401b4e54c,0.0295,0.2199,0.0751,0.0828,0.3974,0.2225,0.0536,0.3142,0.0,0.2237,0.0179,0.1618,,0.0101,0.0068,4.7516,0.0,3.2521,0.2713,0.0137,20.202,3.4352,0.1251,0.3348,0.0096,0.2353,1.1882,0.0978,0.2643,0.2816,0.0,0.0712,19.721,0.1915,0.3099,0.2344,0.03,152.3439,0.2196,51.7723,244.6152,2.8172,,0.3798,19.2048,0.0,0.2731,1.5775,,1.646,50.8429,0.0,,0.0056,232.0645,33.7682,61.226,4.2539,3.7332,146.9563,0.1827,3.4334,1.2279,2.9413,33.1307,15.894,1.3462,0.0442,0.8209,0.3057,0.0173,2.1441,2123.5019,37.2884,2.8004,1.3619,0.1013,0.3693,0.5916,15.8332,,15.7717,0.0,0.7182,0.0,5.7746,16.0666,4.6634,0.0114,3.1905,0.0,1.5878,0.6345,351.9725,3.1534,0.3955,0.0,0.0227,0.1478,15.2621,0.0,3.0914,19.8589,1.2482,9.4236,0.0992,,1462.5716,0.1384,47.1277,0.6878,0.0,4.1254,157.6082,0.2543,15.8323,0.1694,5.9396,3.0612,0.4031,9.9367,39.6996,0.0439,30.6609,0.0642,0.1079,0.6112,54.7535,0.0549,1.3354,2.0303,0.321,2.2926,0.0283,1.9224,76.7679,142.2044,0.341,1.8039,0.0218,0.0,
ef4cbd38-bc79-4d60-a715-647edd2ebe9e,0.1406,187.6428,34.2783,0.0143,0.9126,0.0566,0.1277,0.0817,0.0,0.0533,0.5813,0.6786,,0.9201,0.0065,26.6526,0.0,0.2418,0.3057,0.0,2.8353,0.1651,1.6561,0.1197,0.0092,0.1835,43.9315,0.2889,0.612,61.2145,9.5985,0.2942,25.8246,0.0,0.0763,0.0894,0.0191,0.0,0.015,37.7718,41.2724,0.2657,,0.1006,0.682,0.2444,0.6127,0.2375,,14.8539,5.183,0.0104,,0.0106,5.6694,0.5138,6.5697,0.5633,2.4215,7.9467,0.029,0.731,0.3345,43.5203,8.6037,0.7998,346.0716,0.0422,24.2634,5.8796,0.0,2.9178,76.0662,53.55,0.3558,14.817,0.9521,0.4043,1.0997,9.6564,,25.9649,0.0,0.0595,0.0,0.608,34.0584,2.2233,0.0109,0.9611,0.1083,0.2459,4.5635,16.3247,3.6291,0.1714,0.0,0.2168,1.4091,0.4395,0.0,0.089,2.0438,0.5092,0.6159,0.0315,,247.8119,0.033,39.5457,0.0312,0.0,22.8696,5.1006,0.2576,0.8717,0.0538,0.4226,0.2802,0.3307,21.101,6.632,0.0,6.5382,0.0226,0.1414,1.0136,3.5724,0.1396,1.2314,0.3595,1.853,0.0271,5.3339,0.0958,4.8849,44.3847,0.9444,0.0826,0.0,1.4225,
f06f09f3-8133-4a92-ac86-fbe64295e0d8,2.4799,9.2468,1.6134,0.0612,0.1761,0.6237,0.0363,0.0775,0.0,0.0,0.2919,0.1097,,0.4568,0.0462,16.0199,0.0185,0.172,1.0371,0.0,26.8984,0.8035,0.0188,10.7003,0.0,20.1067,5.6128,0.5039,1.5365,0.5093,0.9864,407.3766,48.9159,13.1213,0.2034,0.6784,0.5017,0.0,0.5107,90.792,610.5701,0.7559,,1.9464,2.5829,0.1023,0.0174,3.0786,,2.9094,65.8693,0.0,,3.0376,55.2026,1.3294,88.8826,0.0401,2.469,122.3313,4.0147,31.2014,0.7615,9.6199,86.6764,6.4017,1.4166,0.08,0.0,5.4766,0.5642,1.5562,2156.2264,53.8991,2.797,1.732,0.0589,0.1484,9.5608,21.1191,,57.0381,0.0235,0.2965,0.0,5.9913,8.9115,11.8719,0.0,5.1449,0.308,1.3623,1.66,475.4573,2.3439,8.3739,0.3206,0.0432,1.0024,0.0174,0.0,1.4354,8.276,0.0724,250.8769,0.9419,,1484.95,0.5478,29.0186,0.0592,0.3767,51.0833,119.8674,0.1078,13.7636,1.6851,13.4389,16.0126,0.1399,15.2754,155.0765,0.1587,80.2847,0.0,1.6642,0.3245,289.7044,0.2732,0.7455,34.2507,2.4009,14.485,0.1729,48.782,264.4192,36.3135,8.3476,1.8794,0.0,0.0302,
f0d8a1fe-e313-44f1-99cc-b965cbeeff0e,0.1103,0.1468,0.158,0.3165,0.0,0.0693,0.025,0.2403,0.0,0.0174,0.3458,0.0,,0.6625,0.0446,5.9847,0.0128,0.2859,0.1038,0.0128,7.4049,0.4387,0.1689,0.2543,0.009,0.03,0.1015,0.0091,0.2824,0.351,2.1753,0.0,6.1823,0.0,0.0467,0.0,0.0093,0.0947,0.088,56.6005,42.5415,0.2026,,0.0197,0.6144,0.0141,0.015,0.6727,,0.5129,10.796,0.0102,,0.047,17.9988,0.0283,18.009,0.0,1.1317,21.4245,0.019,0.5765,0.1312,0.2072,10.666,3.8339,0.8116,0.0138,0.1535,9.0266,0.0,0.6429,284.8439,64.3825,0.7732,0.3751,0.0406,0.1662,0.8714,3.6134,,4.8174,0.0162,0.0584,0.0,1.0819,8.2365,1.8134,0.0107,1.1459,0.0,0.5202,1.0254,77.5397,1.3865,0.1008,0.0,0.0085,0.1382,0.1317,0.0,2.8513,6.7208,0.2309,0.7105,0.6182,,247.9481,0.0324,7.8222,0.0,0.0,2.757,28.629,0.4011,7.6507,0.0264,0.8288,1.2363,0.1315,1.7173,9.7406,0.082,89.7922,0.2591,0.063,0.0248,1.973,0.0856,1.942,0.244,0.0649,0.1992,0.0132,0.7753,17.4494,20.1038,6.9671,0.3103,0.0,0.0625,
f1692f4b-ce1b-4fc5-ac55-1022ecae0d1e,0.0775,0.578,0.6527,0.356,0.2488,0.1949,0.1878,0.388,0.0,0.1143,0.1041,0.0567,,0.0132,6.6107,3.3796,0.0,0.6863,0.3674,0.012,14.6466,0.5709,0.5114,0.055,0.0084,0.4123,1.0517,0.0857,0.5955,0.1234,0.4531,0.0208,8.7286,0.6713,0.2365,0.178,0.1139,0.0,0.1512,69.1499,89.988,0.4883,,0.2773,1.499,0.0132,0.0084,1.3823,,0.5827,20.9878,0.0287,,0.6361,18.7481,0.1653,35.2079,0.0,2.4998,26.9219,0.2936,1.0077,0.0922,0.9003,9.8961,4.6682,0.4741,0.0517,0.4316,101.879,15.6858,1.1318,313.2832,85.5359,1.7157,0.8311,0.0127,0.0959,2.7261,8.4455,,20.0034,0.0076,0.1094,0.0,2.0799,2.0482,6.3927,0.005,2.1931,0.199,0.6065,21.1361,82.4957,2.4982,0.3676,0.0129,0.008,0.4317,0.4712,0.0,50.3502,12.2521,0.0936,5.061,21.7302,,215.7881,0.2022,32.8091,0.0,0.0,2.8083,34.591,0.557,6.7607,0.1484,2.4081,1.3519,0.1807,14.4557,14.8684,0.0512,48.4976,0.0948,0.2835,2.0492,17.9944,0.1123,1.4398,1.1056,0.4561,0.7858,0.0248,0.4404,23.9047,21.6619,13.3309,0.6829,0.0,0.1561,
f2e28af9-c40e-41c4-9e82-205cca38f26a,5.0864,56.0321,220.0963,0.0276,0.1786,1.252,0.0983,2.0182,0.0,0.6499,0.0864,0.1187,,1.199,0.0125,42.7603,0.0501,6.283,0.4073,0.0,32.1186,2.8845,4.5644,1.9582,2.5219,7.6146,6.5527,4.4849,0.9007,0.1722,2.2537,411.1591,40.054,3.515,0.5137,3.2982,0.0917,0.062,1.2665,163.7263,679.9559,3.5224,,1.7426,8.6026,0.1384,0.3066,20.8237,,2.685,58.6404,0.0,,0.8301,106.004,5.0432,85.0031,0.1084,3.977,219.04,4.4436,14.9876,1.0302,7.0764,56.2103,17.3749,11.1521,0.1083,0.3013,1.4508,2.7668,6.0983,3997.5839,55.6059,8.4923,2.8563,0.1593,7.0531,4.2957,35.5895,,65.368,0.0,0.9168,0.0,10.359,23.4336,12.9587,0.0419,8.5043,2.5003,1.4445,0.9648,990.5197,2.3606,5.3012,0.1355,0.8929,0.1808,0.376,0.0,1.2946,26.713,0.245,53.7644,0.4248,,2336.3811,0.5081,51.5483,0.0801,0.1699,313.2791,212.2372,0.3208,28.4002,0.3109,10.8595,2.7864,0.3269,40.6341,77.1532,0.2951,69.6608,0.031,10.3169,0.7316,140.5615,3.3593,3.6306,8.9157,2.4997,5.436,0.3899,10.8375,175.061,178.5881,3.3372,2.3306,0.0,0.0,
f55dd73d-8c36-440b-84e5-9aae53107775,0.0,0.0637,0.0762,8.4865,0.7898,0.361,0.0,0.029,0.0,0.0,0.0637,0.0328,,0.0714,547.7046,1.9761,0.2491,2.6327,0.6003,0.0,46.2412,1.719,0.0282,0.0849,0.0195,1.063,4.2211,0.0595,0.3063,0.0,9.6039,0.4092,84.4336,0.0,0.0608,0.0317,0.0406,0.0342,0.9227,34.4371,326.1603,2.7003,,0.0856,0.6078,0.0612,0.1695,2.0772,,1.6863,51.6941,0.0221,,0.2152,42.4891,0.5943,79.345,0.0,10.2345,214.8829,1.0812,4.1586,0.3558,2.2967,24.2364,31.7537,0.9698,0.1496,1.3321,0.3635,0.1055,2.6319,2567.004,92.4832,5.072,1.11,0.1174,0.0832,8.2535,19.7242,,25.8305,0.0528,0.4434,0.0,10.7318,4.722,8.4581,0.0116,3.3962,0.2303,0.2202,3.1443,462.9906,2.4535,0.9483,0.03,0.0184,0.3997,0.026,0.0,35.2479,27.1995,0.2437,3.6228,0.5366,,2327.9305,0.1872,73.2791,0.0,0.0,0.415,66.6014,4.4163,17.9579,0.0573,4.9453,2.0368,0.2472,17.9094,49.8095,0.0,35.7347,0.1577,0.3008,0.4313,38.6744,0.1114,1.0479,1.3532,0.8975,0.9301,0.0287,0.4333,75.7938,101.9482,3.096,0.966,0.0,0.0,
f81ac8a2-4ce6-439e-b027-1c0bfc88ceaa,26.2606,0.8282,55.8925,0.0367,0.0238,0.1014,0.157,0.0558,0.0,2.8941,0.0153,0.0,,0.0294,0.0066,3.9995,0.08,31.4527,0.6623,0.0,12.2082,0.2314,1.7097,1.2055,0.0094,134.323,0.5419,0.1241,0.553,0.1375,0.0,4812.5086,20.9276,3.6474,0.0098,0.0763,0.0293,0.0,0.1991,14.5318,246.5921,0.907,,2.4315,1.2931,0.1031,0.1349,0.9459,,0.8118,29.6632,0.0,,0.06,6.4935,0.102,45.18,0.0288,1.2566,47.9267,0.1388,4.3784,0.2056,0.3345,10.7284,2.1318,0.0983,0.0576,0.6413,0.6794,0.2538,0.3725,1825.4592,6.8934,1.8482,0.2969,0.0283,49.0322,1.8495,9.5876,,4.76,0.0085,0.0305,0.0,3.6788,2.6495,3.1372,0.0,1.1929,2.5502,0.2783,0.1859,187.9265,0.4781,2.1655,1.6299,0.3641,0.6013,0.0875,0.0,0.2229,10.9817,0.0326,29.0925,0.0323,,818.5296,0.0225,19.4695,0.0107,0.0904,33.8443,51.1723,0.5121,10.126,0.2206,5.6056,2.6785,0.0183,5.1139,12.0923,0.0999,5.5803,0.0033,1.9222,0.4152,14.0102,0.0536,0.22,1.3313,0.7456,1.6148,0.0,2.7731,22.6175,11.6147,0.6977,0.7892,0.0,0.174,
fc18d029-9be2-4fa0-9aef-6d647dc55f0b,0.0447,0.1429,0.5316,1.3008,5.7195,0.2024,0.3656,0.8663,0.0,0.0283,0.2107,0.1717,,0.0381,31.2237,4.1604,0.0207,0.1244,75.5275,0.0,11.3844,1.0225,0.2107,0.0635,0.0,0.227,2.6158,0.0889,0.1145,0.0712,1.1516,0.036,5.8884,0.1452,0.0606,2.4883,0.1364,0.0256,0.1189,52.9124,154.9693,1.5492,,0.096,0.8647,0.0915,0.0585,2.8119,,1.6892,21.4506,0.0,,0.0339,18.2255,0.2809,25.6188,0.0448,5.4301,77.6549,0.5158,1.1626,0.266,0.2016,26.083,9.1648,0.5342,0.0447,0.0,10.2941,1.9446,0.8019,980.4341,65.1087,3.1674,0.6454,0.3072,0.1867,4.2273,20.2249,,26.8251,0.0526,0.1894,0.0,2.6503,2.785,5.6821,0.0433,2.6295,0.1722,0.2058,17.0311,165.8738,1.1864,0.1818,0.0,0.0,3.0254,0.0582,0.0,31.3994,14.5822,0.5466,3.054,2.6073,,714.2258,0.2099,21.1866,0.0,0.0,0.6204,60.9875,0.3374,5.6133,0.0,2.487,2.5253,0.199,21.1258,38.9153,0.0,5.422,0.7995,0.9609,0.0,53.831,0.3053,3.075,0.066,0.171,0.7876,0.0644,0.3811,42.3006,48.0267,19.2292,0.5909,0.0,0.0675,
