Gene,CYP4Z2P,TCN1,DHRS2,COL9A1,HEPHL1,MYOSLID,MYBPHL,EPGN,LINC00941,FAM83A-AS1,MUC4,KRT13,C8orf46,DMBT1,NCAN,TSPAN1,ZP2,FAM83A,MLC1,CCDC60,BMP1,KCNJ15,ADGRF4,CYP4Z1,PADI1,CLCA2,STON2,SYTL5,AC244153.1,CAPNS2,KRT6C,MUCL1,COL5A3,TFF1,AC008147.2,BPIFB1,AL358334.2,AC011294.1,ADRA1D,LIMA1,HTRA1,LINC01605,FAM212A,LINC02568,CFI,LRRC31,CADPS,PTHLH,C9orf84,GPR1,CERCAM,ANKS4B,AL590644.1,MUC6,NRP1,ADGRL3,THY1,AC004870.2,ADAMTS14,COL5A1,COL4A6,LRRC17,BBOX1-AS1,CHL1,SMIM3,ADAMTS12,SPTSSB,CASC18,AC113346.1,SOX8,PLPPR3,GUCY1A2,COL1A1,AKAP1,PCDH7,PCDHB12,MAB21L3,C2CD4A,COL7A1,GALNT10,FAM198A,ITGA3,EPHA8,Z99289.1,AC021087.4,P4HA3,MAST4,PLXDC1,LINC01828,RASGRF2,AL356515.1,HTR7,ZNF385C,MMP2,CYP3A5,PHYHIP,SMIM31,IYD,HOXB-AS3,SLC5A5,AC009041.2,EXTL1,C1QTNF6,CREG2,PLAC9,PRSS3,FAM19A3,COL1A2,AC009078.3,SEMA3F,CCDC190,AP000844.2,AGR2,CTSK,POU3F1,MSC,AL035665.1,LINC01116,AC110995.1,PCDHGC5,ARHGAP23,ECM1,SLC45A2,F3,LINC02532,AC005077.4,AKR1B10,SRPX,GTF2IP7,ANKRD36C,AP001528.2,HOXA-AS2,MEG3,FRMD7,DHRS9,LRP1,VCAN,SPAAR,RFX8,LINC01179,HOXD11,M
c49e3b18-fd88-48f4-8b01-300692ceb367,7.6328,6.1687,1.2772,0.0,20.4178,0.4539,0.0,14.1515,0.0,0.309,2.3667,0.0206,,0.173,0.0087,104.527,6.5079,7.3525,0.0314,0.07,34.2977,1.0109,5.1385,0.3202,0.8578,94.859,1.7998,2.8671,0.2889,0.3591,1.2363,3126.2185,58.6762,0.0,0.1275,0.0199,0.7903,0.0431,0.1,43.1731,290.703,2.9213,,0.9956,4.1659,1.3267,0.2335,2.0116,,2.3534,82.2284,0.3058,,23.4557,31.0019,0.0301,88.5247,0.0,9.1541,294.991,0.2136,5.611,0.4474,1.0995,17.2967,21.6067,27.9646,0.0376,4.3964,0.1344,0.0884,7.4544,4466.3249,25.4854,11.8315,0.6823,0.5905,60.8695,7.9074,27.3289,,51.6929,0.0,0.1195,0.0,9.6527,5.2285,6.6804,0.1822,2.6905,35.4717,0.1384,0.7745,536.5232,0.9181,0.3668,1.0736,2.2266,0.2827,0.1143,0.0,0.3704,34.7943,0.1277,3.9249,0.5481,,2163.2425,0.4414,59.0762,0.0139,7.2007,145.7336,105.7937,0.0811,15.1847,1.044,7.5459,0.5309,0.0478,9.4366,47.4597,0.2424,34.3103,0.069,6.9454,8.3366,21.772,1.0504,0.9741,2.4966,3.9938,0.6778,0.2528,0.4967,44.1266,76.8886,0.4762,0.6625,0.2778,0.0284,
c70ee5e1-4703-4996-bb5c-f4cca0fb53ba,0.1028,1.3506,0.1091,1.5302,0.1979,0.224,0.2179,0.3651,0.0,0.13,0.2943,0.0564,,0.0993,1.1315,2.3565,0.0,1.2135,0.2006,0.0,18.463,1.0059,0.113,1.9451,0.0223,0.2237,1.1705,0.0454,0.7897,0.1091,0.0751,1.5029,11.9307,2.337,0.0697,0.2724,0.0929,0.0,0.0547,21.3312,104.3485,0.4677,,0.9318,1.0333,0.0175,0.0411,2.2834,,0.3284,28.3122,0.0507,,0.2141,14.3371,0.1996,37.1691,0.0343,2.3904,70.807,0.643,1.685,0.0815,1.2642,16.8576,6.8179,0.3363,0.0343,0.9539,21.5953,0.2618,0.6111,1128.3027,52.2211,4.9484,1.201,0.0336,0.1748,5.8062,8.1171,,6.8875,0.0403,0.3991,0.0,3.3483,2.5297,4.5318,0.0066,1.5634,0.5277,0.1262,1.3272,291.2559,0.6247,0.6129,0.0,0.0528,0.0572,0.119,0.0,4.7858,10.3775,0.2172,3.7091,12.6414,,526.5156,0.2011,28.4774,0.0127,0.0,5.3486,46.3141,0.5171,14.563,0.1312,2.7815,0.683,0.1634,8.4502,28.9413,0.0849,14.4948,0.3417,0.2663,0.1235,17.9665,0.0851,0.843,0.3033,1.0989,0.7568,0.0165,0.5986,28.1499,34.3563,1.3019,0.9056,0.0,0.0259,
c72cb184-462d-4009-9cdb-848782ff8a76,0.1789,0.8579,0.1899,1.3395,0.2625,0.165,0.1084,0.1445,0.0,0.0189,0.161,0.0491,,0.0356,0.0138,2.3528,0.0,0.1056,0.1372,0.0139,12.3749,0.7926,0.0422,0.7619,0.0,0.1514,0.4942,0.0,0.4583,0.0949,0.0817,0.324,21.5,0.0969,0.0404,0.0632,0.182,0.0,0.2697,17.5861,108.3221,0.8455,,0.8537,0.5181,0.0,0.143,1.3157,,0.5718,22.96,0.011,,0.0169,20.3299,0.0783,36.02,0.0,4.0757,65.0904,0.2927,2.1916,0.3549,1.1778,17.3002,4.1034,0.4709,0.0149,0.1661,9.1265,15.7225,0.6664,903.1224,180.6198,0.6381,0.6764,0.0732,0.2352,2.712,10.8657,,11.1342,26.127,0.1263,0.0,3.6789,2.4584,4.4955,0.0,0.9763,0.0,0.5902,0.5593,138.6508,0.8059,0.2546,0.0299,0.0138,0.0498,0.1036,0.0,13.5987,8.2588,0.1823,4.3431,21.0031,,446.9937,0.3267,24.1254,0.011,0.0,0.4138,28.8026,0.225,12.2022,0.0857,2.0624,1.0404,0.4836,5.6683,34.5381,0.0148,6.5889,0.6495,0.1909,0.3494,17.8209,0.1481,1.0172,0.3667,0.4124,1.5124,0.0,2.1478,56.4594,29.2678,1.4288,0.5255,0.0,0.0676,
c8f39325-5382-447c-9291-a6915fc978b8,0.0934,0.2487,1.3282,0.0238,0.1284,0.1409,0.1697,0.0452,0.0,0.059,0.1491,0.0256,,0.008,0.0755,0.9129,0.0216,0.0591,30.1277,0.0,12.8902,0.3896,0.0,0.3644,0.0304,0.0339,0.8786,0.0,0.1196,0.0,0.0256,2.1606,8.0513,0.1516,0.0317,0.1485,0.0317,0.0,0.0745,8.787,40.5197,0.6372,,0.1336,0.2602,0.0239,0.0254,0.8983,,0.2633,20.6988,0.0345,,0.0796,5.5816,0.048,20.133,0.0,1.5549,33.5864,0.0482,0.7917,0.3333,0.2552,8.0121,1.4836,0.0598,0.0234,0.26,36.1684,3.0732,0.0778,531.8553,85.1969,0.67,0.5583,0.0458,0.1733,11.0047,4.2222,,4.0873,2.5949,0.0989,0.0,1.6829,1.5659,2.0314,0.0,0.8318,0.0,0.0645,20.5534,67.5043,1.0336,0.3796,0.0,0.0072,0.039,0.9731,0.0,0.4764,7.6862,0.0423,3.0083,14.7643,,211.6466,0.1279,27.8732,0.0,0.1466,1.1877,13.8403,1.1575,7.7679,0.0894,0.9826,1.2796,0.2078,6.2049,13.3004,0.0463,3.8777,3.2217,0.3415,0.0421,7.885,0.0,0.6265,0.1607,0.1374,0.681,0.0,1.0743,17.6761,8.7578,0.3856,0.2742,0.0,0.0353,
ccb22ecc-6e18-44b8-ad48-6ab51314b16e,0.0743,5.5118,0.3101,0.4043,0.1498,0.3611,0.0675,19.1255,0.0,0.0782,0.0113,0.0543,,0.1435,8.6948,3.7221,0.0,0.5448,0.1449,0.023,30.5348,1.7021,2.2281,0.1405,0.589,0.6285,0.4507,0.1888,0.7924,0.3152,0.0271,28.4906,28.5182,0.2412,0.1427,0.0131,0.0503,0.0709,0.2107,52.2703,543.9326,1.4555,,0.744,1.2983,0.0127,0.178,2.3584,,1.1865,134.9898,0.0,,0.075,41.237,0.5174,86.724,0.0496,5.9131,256.2698,0.2344,8.7876,4.5655,1.8876,41.2864,45.9871,11.8621,0.0867,0.6892,11.3276,0.0582,1.8656,3656.5302,80.0718,6.6302,2.2663,0.0486,0.1493,4.5272,34.5681,,11.4372,0.0291,0.4981,0.0,18.1531,5.4694,12.0876,0.0192,4.6436,0.286,0.5583,0.5632,441.7629,1.2854,1.3283,0.0,7.5169,0.2481,0.0645,0.0,2.5519,15.4046,0.1793,5.9337,0.1666,,2321.1389,0.3971,50.837,0.0367,2.9533,5.4815,123.1092,0.3602,14.6588,0.5214,5.8611,1.5215,0.2046,9.0474,50.2129,0.0245,34.884,0.0397,2.3882,0.4239,30.4599,0.9682,1.5087,1.6072,2.2652,2.383,1.4981,1.4346,99.3191,162.9406,7.4018,1.0177,0.0183,0.0748,
ccd4a24b-d8cc-4686-9dee-c98b0c5a8d21,2.516,4.6842,0.0311,0.0249,0.3091,0.0614,0.0888,0.1893,0.0,0.0772,0.2785,0.0938,,0.3581,0.0508,0.7082,0.0452,0.6612,0.0919,0.0227,8.6223,0.7511,0.0115,38.567,0.008,2.525,2.8332,0.4697,0.1251,1.1275,1.5796,1.5728,4.4888,0.0,0.058,0.0518,0.0,0.028,0.2599,15.0467,123.4374,0.3591,,6.8525,2.4342,0.2748,0.0133,0.6764,,0.2342,13.2135,0.0632,,0.0278,11.0987,0.1032,35.0636,0.0489,0.8135,57.8425,0.1472,1.9745,0.1453,0.4473,12.7832,5.0963,81.3846,0.0244,0.0,2.0696,0.0,0.8618,886.3513,18.7646,1.1345,0.4533,0.0719,0.3399,0.8392,6.9434,,2.8713,0.0,0.1552,0.0,2.8371,2.2344,3.1464,0.0047,1.2172,0.4703,0.0787,0.4956,43.8045,0.5925,0.3873,0.1101,0.1733,0.0,0.1061,0.0,0.4555,7.1142,0.0829,8.7829,0.5479,,395.0849,0.2485,25.5839,0.0,0.0767,0.0989,10.7073,0.1711,12.6915,0.0,0.7895,1.1159,0.1553,5.1306,10.5952,0.0363,10.4959,0.2716,1.5636,0.1321,5.5399,0.4398,2.5723,0.6968,0.3378,0.4387,0.0,0.2915,11.1253,27.0198,5.6495,0.1554,0.0361,0.0,
cf9db1af-17f0-490e-8139-142bd704763a,0.0615,0.1638,0.0065,0.0942,0.1438,0.1702,0.0,0.0447,0.0,0.0583,0.0514,0.0675,,0.0052,0.0071,6.9886,0.0,0.2568,88.6624,0.0143,15.5644,1.3497,0.0435,0.0218,0.01,0.0112,1.6169,0.3977,0.2757,0.1469,0.0,0.8045,28.8238,0.5994,0.0104,0.2608,0.0104,0.0,0.1963,10.4956,87.0689,0.5167,,0.2861,0.4335,0.0,0.0268,1.5012,,0.3815,23.3858,0.0,,0.0466,34.8926,0.0843,34.4394,0.0,4.4769,103.458,0.0212,0.4694,0.0732,0.6472,8.1078,9.0058,0.0656,0.0,0.685,0.9016,134.8278,1.3383,1542.4597,143.616,2.0544,0.2156,0.1509,0.0856,9.2073,9.3605,,5.0141,6.8377,0.0326,0.0,1.7122,2.187,3.7226,0.0238,1.4479,0.0,0.3822,3.4795,178.8909,0.8761,0.3751,0.0,0.1043,0.2055,0.1736,0.0,3.2679,13.9726,0.6336,3.0916,29.5924,,832.667,0.4332,27.2118,0.0114,0.6759,5.8324,62.9088,0.0663,12.8395,0.0294,2.5198,1.0729,0.0587,8.455,25.6273,0.0762,6.6417,1.5089,0.3656,0.0,7.1731,0.1718,1.1636,0.1059,0.0633,0.2709,0.0443,0.1311,21.3803,34.0368,10.06,1.4601,0.0,0.2787,
d093173f-08ab-4138-bf3c-399c45a6e163,0.2407,0.7052,0.6132,422.5793,0.2649,0.7264,0.5467,0.0583,0.0,0.0761,0.064,0.1981,,0.0615,0.2918,3.0836,0.0,0.4567,92.711,0.028,24.0975,0.8647,0.0567,0.4697,0.0,8.8607,10.672,2.4339,0.6935,0.2873,0.4946,0.339,16.0619,1.5636,0.3468,0.1595,0.5712,0.0345,0.7042,43.1245,315.9989,1.1372,,0.2153,1.1835,0.0615,0.3147,9.3193,,2.6126,46.2781,0.0445,,0.1481,34.9433,1.1753,66.8651,0.0603,4.0772,197.4355,0.8599,8.2995,0.358,2.4504,38.8718,20.8235,5.3921,0.0602,1.3402,41.6473,3.6426,2.0168,2615.3629,107.7374,11.8383,2.4071,0.3249,0.2233,15.5473,20.6683,,34.0117,3.3976,1.2107,0.0,8.8688,7.8827,7.3457,0.105,3.5911,0.0,0.914,18.9247,557.2342,1.7141,1.4922,0.0,0.0,0.2011,0.0261,0.0,231.3567,15.4791,0.1907,21.7908,1.2146,,1473.3607,0.4003,39.113,0.0223,0.0,7.6537,75.4175,1.9459,12.5147,0.1152,9.046,3.7984,1.2436,24.1706,35.8019,0.5072,12.4946,0.0207,0.4952,0.0542,65.2834,0.1868,4.3739,2.7229,2.3725,2.3684,0.0,0.5898,137.5467,241.5105,2.5846,2.3561,0.0,0.9998,
d2f2560c-ec80-4fea-9474-c47a2e85ea95,81.6131,2.6761,222.7191,0.0,0.1052,0.0549,0.0496,2.1426,0.0,0.5868,0.1038,0.0,,1.3171,0.0,93.0092,0.0253,9.8013,0.1599,0.0,14.6512,0.4388,5.3656,14.8994,0.0801,460.0236,5.792,0.7061,0.2447,0.0869,0.0748,13668.2463,12.3957,27.226,0.1018,0.8249,0.0,0.0,0.1017,81.2697,243.0431,1.3187,,0.6253,0.5818,1.6755,0.0863,0.9098,,0.4619,36.3521,0.0101,,17.2452,26.122,1.341,38.1311,0.0,2.3753,75.8135,0.4654,1.5434,0.8122,0.3358,18.5648,5.7601,62.5886,0.0546,0.152,0.1367,0.0321,3.3261,1250.7487,50.2837,4.873,0.3491,0.3886,25.4069,1.5607,44.3226,,17.2046,0.1365,0.0289,0.0,4.7241,4.4837,2.5505,0.0106,1.677,0.1051,0.5152,1.2843,139.8542,1.8578,0.8658,0.0547,0.1053,0.0456,1.8141,0.0,5.274,10.5173,0.0309,2.6039,1.2248,,632.8639,0.0321,67.5554,0.0,1.8859,683.9295,45.332,0.6034,8.0533,0.0,3.3043,0.7484,0.0434,6.1723,21.1021,0.2437,106.1484,0.9515,5.1935,241.5172,13.3511,1.0679,3.2213,1.1818,0.2892,0.6425,0.0,0.4887,22.426,32.824,0.6465,0.3074,0.0,0.0,
d3d545b3-457f-4389-821f-704cb24aff7f,0.0,2.5217,0.055,0.0,1.8924,0.1674,0.0,0.1254,0.0,0.187,0.447,0.0609,,0.063,0.0085,0.4738,0.0,4.4347,0.0464,0.0,16.8097,0.4172,0.0174,2.047,0.0,0.0,0.4691,0.0858,0.1894,0.2943,2.8173,2.1581,14.1676,0.1201,0.0627,0.1568,0.0752,0.0,0.1771,25.1114,164.8276,1.6698,,0.2647,0.2303,0.1513,0.1814,0.8331,,0.7716,14.6608,0.041,,0.056,24.9753,0.076,26.4672,0.0,2.3997,66.3039,0.2929,2.237,0.176,0.6873,10.6185,19.9118,3.5035,0.0185,0.6178,27.7129,0.413,1.7796,843.4387,172.2799,1.7853,0.5338,0.0726,0.3088,1.2759,16.6279,,6.2587,0.0326,0.1175,0.0,2.5922,6.3511,4.5915,0.0,2.6786,0.0,0.6979,4.9687,98.4105,2.2034,0.1052,0.0,0.0399,0.0618,0.2891,0.0,0.1561,8.3143,0.2595,3.2411,2.4885,,555.55,0.0145,19.7046,0.0411,0.0,0.6629,27.4343,0.0997,5.5102,0.0708,1.4734,1.9045,0.1646,4.3448,25.1182,0.1284,52.3231,9.1656,0.9977,0.1667,19.5716,0.4133,1.7715,0.6003,0.1197,0.3894,0.1421,0.5359,27.3875,55.1032,38.7968,0.6698,0.0,0.0,
d6f7afc0-1558-43ad-acb1-2b5311ed2264,0.0,0.0784,0.0729,4.2399,0.0675,0.0741,0.0223,0.0713,0.0,0.0,0.0168,0.0942,,0.0084,0.374,0.7943,0.0114,0.0435,1.2624,0.0343,12.8524,0.6409,0.081,0.0174,0.008,0.178,1.0291,0.0163,0.2828,0.0781,0.0134,0.3358,6.0419,0.0,0.0999,0.2732,0.025,0.0,0.1567,18.6744,99.8913,1.4945,,0.0351,0.7481,0.0376,0.0294,1.313,,0.6781,29.9293,0.0,,0.2231,10.1464,0.0729,31.4535,0.0,1.5994,42.3169,0.0296,0.9156,0.3504,0.332,14.7806,3.5563,0.1466,0.0614,0.2733,61.5635,2.3078,0.57,625.8381,23.0384,0.8613,0.1113,0.0,0.0228,1.4913,5.2235,,7.3418,0.1371,0.052,0.0,3.7743,1.3121,2.3814,0.0095,0.9456,0.0945,0.2259,9.6648,135.7195,0.747,0.4489,0.0369,0.0114,0.0615,0.1279,0.0,68.0909,9.9855,0.0722,7.97,0.5779,,294.9957,0.0864,19.3406,0.0,0.0,0.0568,22.9817,0.3836,13.9015,0.047,1.8078,1.4676,0.0156,5.5865,21.2895,0.0,11.1972,3.3476,0.0785,0.0221,16.8159,0.0,0.4757,1.1105,0.5777,0.5995,0.0,1.7883,27.8333,22.3527,24.1359,0.3363,0.0,0.0,
d7308344-5bab-4073-bb4f-4d8cd8d7bd17,13.6525,39.5384,0.0492,0.0592,51.3397,0.9334,1.0837,14.5746,0.0,1.0683,0.1637,0.3636,,23.2825,0.023,30.0738,9.2626,19.9842,0.194,4.3344,38.2444,1.4132,10.0097,257.7119,2.7108,303.898,3.7485,1.8896,1.4851,2.1097,26.0045,154.179,25.1065,0.7534,0.0786,0.3337,0.0562,0.1518,0.0881,56.0213,137.4901,1.6004,,4.0551,1.2709,10.3195,0.1192,3.2969,,1.7751,31.6985,0.6492,,23.3263,25.7183,0.0643,43.5598,1.1952,3.6247,84.2744,1.9054,1.4236,0.6703,0.557,47.699,13.7331,94.5522,0.116,1.2915,0.3199,0.0195,7.323,1286.1744,41.8568,8.2181,0.5603,1.2685,5.1032,4.4291,48.4328,,29.9341,0.0974,0.2807,0.0,3.5302,6.2064,5.3268,0.0321,2.6592,6.2523,0.9608,0.7131,303.1138,1.3755,1.0642,1.3612,1.5995,14.6431,0.0719,0.0,0.4197,11.4371,0.075,2.7758,1.3378,,894.4965,0.2593,61.7202,0.0,12.172,100.8486,81.2885,2.1967,8.0695,1.9037,7.4722,3.4954,0.2318,11.4229,93.6767,0.345,20.2382,0.1671,6.3938,102.1432,13.9379,1.7898,5.8672,1.0594,1.5113,0.6339,0.3661,7.3287,38.3764,44.5907,0.6569,0.7298,0.0979,1.3263,
d8ecba6a-9fff-4993-a799-9a8d2aea524e,19.377,45.1946,12.6821,0.0585,0.2523,0.6344,0.3125,0.3332,0.0,0.0725,1.2115,0.1572,,0.2345,0.0662,30.073,0.0265,0.3045,0.5994,0.1067,7.9335,0.5669,0.027,65.2096,0.0187,50.047,14.8697,11.6509,0.5872,0.2737,0.0942,1479.4055,5.5509,19.3649,0.2721,1.8839,0.0583,0.0,0.2745,134.7694,174.4268,0.5417,,21.2104,2.8752,0.2932,0.0625,7.8293,,0.0323,26.9888,0.0,,33.0919,28.6552,2.3834,16.4899,0.1149,0.0823,7.5357,14.2617,3.3054,0.1364,16.1224,42.0459,1.6214,15.1176,0.0,0.6384,8.3823,3.9421,1.1686,26.6787,92.6572,7.0602,1.6313,0.1407,1.2764,13.248,50.3614,,98.6016,0.0169,0.0,0.0,0.2296,19.6581,3.6427,0.0,3.1389,0.6622,2.0581,4.1769,68.0364,1.6984,3.8686,0.0,0.3271,0.5747,2.5641,0.0,7.5435,4.5651,0.0908,9.6043,1.0286,,34.6134,0.4038,56.6635,0.0425,8.8191,323.5873,17.4936,0.4944,3.3384,2.2505,2.4131,2.0474,0.2005,18.4128,4.2261,0.0568,58.1852,0.5257,24.6392,0.31,30.6598,7.7232,3.6755,10.2354,3.0363,1.996,0.3304,1.3192,65.1231,4.4751,1.7047,0.5331,0.0,0.0,
d9fd2724-7db0-4af3-ac14-217bdfa5203f,0.0365,13.1441,0.341,0.0,1.1548,1.4321,0.7627,0.0707,0.0,0.4384,0.0139,10.553,,0.0436,0.0,3.0027,0.0,7.7751,0.3206,0.0,237.9006,0.9306,0.3096,0.2072,0.0357,9.0027,9.0425,0.4357,22.4821,13.421,25.6053,8.608,498.6467,0.2371,0.0495,0.1935,6.9419,0.2299,3.5535,18.2189,1584.5812,9.0832,,0.2351,17.0868,0.0,0.9228,3.0494,,0.9262,160.2372,0.0135,,0.0277,17.9876,0.0125,593.2614,0.0,27.0909,291.3566,0.2577,80.3896,0.999,3.5067,117.569,26.0778,4.6261,0.0548,6.7072,0.274,0.1502,1.1948,11298.7266,6.2374,4.6146,1.5354,0.0537,0.1016,21.0282,16.4837,,14.9371,0.0107,0.1546,0.0,62.6155,3.0845,73.4901,0.0,1.0099,1.265,1.4281,0.101,1132.2796,0.921,4.2588,0.0,0.0,0.2134,4.581,0.0,0.2954,178.6375,1.7023,217.2395,0.7368,,3522.5181,0.2999,26.0113,0.027,0.0,8.8638,606.8609,0.5312,291.9635,0.4544,31.8,20.6466,0.1509,12.6266,129.1463,0.9411,58.4532,0.0042,0.0334,11.4164,214.2753,0.1586,0.0748,0.2873,5.5529,6.5229,0.1753,3.9199,137.123,33.1918,2.4523,10.1299,0.2157,1.3508,
db4bc6aa-2e7d-4bcb-8519-a455f624d33b,6.0934,19.5562,5.6709,0.3619,0.2846,1.1566,0.0348,0.4826,0.0,0.0484,0.4603,0.925,,0.8296,0.0177,34.8581,0.2483,0.4653,0.4327,0.0535,11.5687,0.5093,0.0181,23.1964,0.0999,104.7318,18.5321,13.0867,1.7175,0.793,0.8191,865.4197,17.9307,5.2279,3.4564,8.0842,0.2988,0.0219,0.2854,160.7846,352.2291,1.9314,,8.9955,5.5022,1.7637,0.0292,6.9604,,1.5126,26.451,0.0425,,10.5672,65.4874,1.7509,13.3842,0.2688,0.2861,31.0484,14.9572,31.476,0.228,50.0389,61.5658,6.2867,14.3903,0.115,0.2134,3.7813,0.6532,3.812,188.9438,123.4676,10.5043,4.9467,0.2257,0.1067,34.545,35.2181,,71.6432,0.0,2.5974,0.0,1.013,29.2912,11.1762,0.0891,7.3997,0.1476,1.2523,4.5359,304.2123,3.0692,7.3532,0.0192,0.5437,0.8003,0.2163,0.0,2.8045,5.0834,0.3644,58.4256,0.3008,,278.9658,1.1246,52.7132,0.0709,0.3609,148.6039,87.5654,1.2806,3.7098,0.2935,11.7239,1.687,0.4996,31.5602,13.0683,0.038,96.487,0.0835,11.1092,0.7254,152.1308,5.3294,6.5212,29.48,4.9953,12.3752,0.0736,0.6042,185.554,24.6039,4.1784,7.2588,0.0,0.1158,
dbf6f981-15cc-40ad-91ac-a66360405fbd,0.8254,5.8357,0.1752,0.0383,0.1239,1.2833,0.409,0.1454,0.0,0.332,0.6959,1.0291,,0.0256,0.1213,7.0328,0.0,2.9233,0.3452,0.0349,80.4611,1.4493,0.9194,1.2247,0.5136,1.4696,4.0523,0.4229,0.6726,1.3138,34.6246,2.144,110.0114,8.774,0.3562,0.4773,0.0509,0.0,0.958,98.7649,519.7218,2.9151,,0.537,3.4682,0.0767,0.3843,4.6838,,3.5542,160.4819,0.0,,0.4832,72.8709,0.1371,107.1033,0.827,23.2024,502.66,1.0981,17.7725,3.4822,10.1003,48.033,27.2406,1.3448,0.1877,5.0137,2.5216,0.2205,2.4415,7493.7381,47.4929,7.3813,6.9007,0.5892,0.8354,35.6668,24.5855,,39.6605,0.1324,1.1125,0.0,13.644,10.696,17.9446,0.0436,4.8695,2.0226,0.3108,2.4222,698.5987,1.5268,2.2573,0.0376,0.0347,0.8149,0.1955,0.0,10.2434,38.9074,0.3737,25.3361,0.4207,,3580.9408,0.0881,54.9117,3.4173,0.4712,9.3274,99.2139,0.6471,19.1245,0.4311,9.25,1.0595,0.4056,19.5598,85.5438,0.1116,70.2183,0.0516,1.0293,2.0966,56.5459,0.1398,1.3146,1.4763,2.3625,9.996,0.1802,0.4796,152.5981,142.2955,4.7105,4.4806,0.0,1.3601,
dcd5e079-813a-4c1a-b320-0931468d2bbc,87.1714,0.1086,411.0004,0.013,0.1893,0.1923,0.0,3.7163,0.0,0.4834,0.0252,0.014,,0.0,0.0,2.0795,38.301,3.6817,0.032,0.0119,14.5818,0.5553,0.1081,0.416,0.1495,2.9212,0.7925,19.25,0.0653,0.0,0.0279,6073.194,10.3284,0.5795,0.1469,0.0405,0.0086,0.0,0.0542,90.4116,345.8694,1.4986,,0.1094,0.6099,3.2715,0.1111,2.2848,,5.7489,31.8507,1.7054,,0.0048,20.2665,0.1514,52.6315,0.0,1.4928,109.9554,0.0439,10.6762,0.9705,2.5705,15.4342,26.2875,5.7535,0.0382,0.4258,0.3371,0.5543,1.5212,1946.2691,58.0607,12.5694,0.7989,2.0516,2.873,0.7947,37.3859,,12.8609,0.0,0.5128,0.0,7.3295,4.7129,6.6235,0.0049,7.0149,12.8573,0.3754,0.4702,385.0922,1.0414,0.1036,0.1405,49.1508,3.8964,11.7212,0.0,0.1704,23.5982,0.1212,5.0914,0.0286,,1667.0296,0.4189,20.3824,0.0189,0.08,46.3308,106.8785,0.3022,7.4021,0.0488,5.2111,0.9103,0.081,4.7133,21.8323,0.5308,14.4379,0.3915,6.6894,4.6635,12.8937,4.0351,0.6983,2.9085,0.375,1.7959,0.3183,1.3034,48.9772,149.9093,0.393,0.8733,0.0,0.0,
deba32e4-0e68-4711-941b-3b63bd965afb,0.1202,0.1281,0.1914,5.7598,0.926,0.3628,0.1911,0.0728,0.0,0.019,0.0914,0.0659,,0.0564,27.8653,2.3709,0.0278,0.114,0.4148,0.0,44.7376,1.6254,0.0283,0.4052,0.0,0.3706,1.457,0.1993,0.9236,0.287,1.8776,2.7212,69.7568,4.0999,0.2344,0.1912,0.2649,0.0,0.7035,55.3787,542.9381,2.9977,,0.1936,2.0294,0.0461,0.4061,3.6672,,1.3218,85.9236,0.0111,,0.0854,35.1594,0.0481,111.6937,0.0,16.1269,319.5119,0.326,8.0696,0.5007,3.0925,52.3804,18.7757,0.2052,0.1052,1.3387,100.2977,2.4552,1.4432,3727.7774,72.0223,4.5286,1.1155,0.118,0.1115,16.424,20.1286,,14.8265,0.5215,0.9866,0.0,13.9145,5.6847,13.9436,0.0233,3.9529,0.4629,0.4288,2.2914,732.9247,0.8561,1.8448,0.0,0.0417,3.565,0.1697,0.0,116.0701,31.3949,0.313,29.3583,0.2022,,1825.5438,0.247,47.4795,0.0,0.0944,4.4482,149.4023,0.3402,38.7306,0.0576,4.5632,2.4463,0.2389,22.789,49.056,0.2086,38.1253,0.0448,0.4947,0.0813,71.4964,0.0187,0.8458,3.119,0.902,4.5764,0.0144,0.5635,140.6291,102.2771,2.1514,2.9419,0.0,0.6355,
dfaabd03-2d40-4422-b210-caf112ff4229,0.1082,0.4225,0.3061,56.1916,0.833,0.1813,0.262,0.0,0.0,0.0228,0.3672,0.0,,0.0737,0.0333,1.264,0.0167,0.155,0.5729,0.0168,22.9145,0.8467,0.051,0.0512,0.0,0.2092,0.9734,0.0359,0.3693,0.0574,0.0198,0.8849,20.6126,0.3513,0.1222,7.7958,0.1589,0.0,0.1534,27.003,192.8471,0.6813,,0.645,1.1344,0.0184,0.1846,1.1336,,0.8334,23.6081,0.0267,,0.198,21.6394,0.3582,41.5531,0.0,3.933,112.3001,0.1676,3.4235,1.2869,1.3892,15.5018,8.6427,0.0923,0.1803,0.2007,133.44,3.9408,0.9468,1710.0469,38.8371,1.5473,2.5422,0.0,0.1672,5.5262,11.7456,,10.8493,0.4453,0.4199,0.0,4.1293,3.1248,8.5463,0.0,2.4648,0.0,0.3318,2.3496,269.2999,1.0035,1.6267,0.0,0.1001,0.5421,0.3601,0.0,15.9431,12.2168,0.0653,11.1035,2.3448,,796.877,0.2116,17.4162,0.0133,0.0,2.3135,53.4345,0.4663,11.1781,0.069,4.2542,1.8265,0.4012,12.6767,33.4677,0.1072,13.7134,0.0124,0.3461,0.0325,56.1297,0.0895,0.7525,2.0391,0.8168,4.4129,0.0173,2.4426,85.7538,49.6449,7.8809,1.0234,0.0,0.0272,
